# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
4918	614e	8fe1ce	900c	e9808c	900c	0000900c
4919	614f	8fe1cf	9018	e98098	9018	00009018
4920	6150	8fe1d0	901b	e9809b	901b	0000901b
4921	6151	8fe1d1	9028	e980a8	9028	00009028
4922	6152	8fe1d2	9029	e980a9	9029	00009029
4923	6153	8fe1d3	902f	e980af	902f	0000902f
4924	6154	8fe1d4	902a	e980aa	902a	0000902a
4925	6155	8fe1d5	902c	e980ac	902c	0000902c
4926	6156	8fe1d6	902d	e980ad	902d	0000902d
4927	6157	8fe1d7	9033	e980b3	9033	00009033
4928	6158	8fe1d8	9034	e980b4	9034	00009034
4929	6159	8fe1d9	9037	e980b7	9037	00009037
4930	615a	8fe1da	903f	e980bf	903f	0000903f
4931	615b	8fe1db	9043	e98183	9043	00009043
4932	615c	8fe1dc	9044	e98184	9044	00009044
4933	615d	8fe1dd	904c	e9818c	904c	0000904c
4934	615e	8fe1de	905b	e9819b	905b	0000905b
4935	615f	8fe1df	905d	e9819d	905d	0000905d
4936	6160	8fe1e0	9062	e981a2	9062	00009062
4937	6161	8fe1e1	9066	e981a6	9066	00009066
4938	6162	8fe1e2	9067	e981a7	9067	00009067
4939	6163	8fe1e3	906c	e981ac	906c	0000906c
4940	6164	8fe1e4	9070	e981b0	9070	00009070
4941	6165	8fe1e5	9074	e981b4	9074	00009074
4942	6166	8fe1e6	9079	e981b9	9079	00009079
4943	6167	8fe1e7	9085	e98285	9085	00009085
4944	6168	8fe1e8	9088	e98288	9088	00009088
4945	6169	8fe1e9	908b	e9828b	908b	0000908b
4946	616a	8fe1ea	908c	e9828c	908c	0000908c
4947	616b	8fe1eb	908e	e9828e	908e	0000908e
4948	616c	8fe1ec	9090	e98290	9090	00009090
4949	616d	8fe1ed	9095	e98295	9095	00009095
4950	616e	8fe1ee	9097	e98297	9097	00009097
4951	616f	8fe1ef	9098	e98298	9098	00009098
4952	6170	8fe1f0	9099	e98299	9099	00009099
4953	6171	8fe1f1	909b	e9829b	909b	0000909b
4954	6172	8fe1f2	90a0	e982a0	90a0	000090a0
4955	6173	8fe1f3	90a1	e982a1	90a1	000090a1
4956	6174	8fe1f4	90a2	e982a2	90a2	000090a2
4957	6175	8fe1f5	90a5	e982a5	90a5	000090a5
4958	6176	8fe1f6	90b0	e982b0	90b0	000090b0
4959	6177	8fe1f7	90b2	e982b2	90b2	000090b2
4960	6178	8fe1f8	90b3	e982b3	90b3	000090b3
4961	6179	8fe1f9	90b4	e982b4	90b4	000090b4
4962	617a	8fe1fa	90b6	e982b6	90b6	000090b6
4963	617b	8fe1fb	90bd	e982bd	90bd	000090bd
4964	617c	8fe1fc	90cc	e9838c	90cc	000090cc
4965	617d	8fe1fd	90be	e982be	90be	000090be
4966	617e	8fe1fe	90c3	e98383	90c3	000090c3
4967	6221	8fe2a1	90c4	e98384	90c4	000090c4
4968	6222	8fe2a2	90c5	e98385	90c5	000090c5
4969	6223	8fe2a3	90c7	e98387	90c7	000090c7
4970	6224	8fe2a4	90c8	e98388	90c8	000090c8
4971	6225	8fe2a5	90d5	e98395	90d5	000090d5
4972	6226	8fe2a6	90d7	e98397	90d7	000090d7
4973	6227	8fe2a7	90d8	e98398	90d8	000090d8
4974	6228	8fe2a8	90d9	e98399	90d9	000090d9
4975	6229	8fe2a9	90dc	e9839c	90dc	000090dc
4976	622a	8fe2aa	90dd	e9839d	90dd	000090dd
4977	622b	8fe2ab	90df	e9839f	90df	000090df
4978	622c	8fe2ac	90e5	e983a5	90e5	000090e5
4979	622d	8fe2ad	90d2	e98392	90d2	000090d2
4980	622e	8fe2ae	90f6	e983b6	90f6	000090f6
4981	622f	8fe2af	90eb	e983ab	90eb	000090eb
4982	6230	8fe2b0	90ef	e983af	90ef	000090ef
4983	6231	8fe2b1	90f0	e983b0	90f0	000090f0
4984	6232	8fe2b2	90f4	e983b4	90f4	000090f4
4985	6233	8fe2b3	90fe	e983be	90fe	000090fe
4986	6234	8fe2b4	90ff	e983bf	90ff	000090ff
4987	6235	8fe2b5	9100	e98480	9100	00009100
4988	6236	8fe2b6	9104	e98484	9104	00009104
4989	6237	8fe2b7	9105	e98485	9105	00009105
4990	6238	8fe2b8	9106	e98486	9106	00009106
4991	6239	8fe2b9	9108	e98488	9108	00009108
4992	623a	8fe2ba	910d	e9848d	910d	0000910d
4993	623b	8fe2bb	9110	e98490	9110	00009110
4994	623c	8fe2bc	9114	e98494	9114	00009114
4995	623d	8fe2bd	9116	e98496	9116	00009116
4996	623e	8fe2be	9117	e98497	9117	00009117
4997	623f	8fe2bf	9118	e98498	9118	00009118
4998	6240	8fe2c0	911a	e9849a	911a	0000911a
4999	6241	8fe2c1	911c	e9849c	911c	0000911c
5000	6242	8fe2c2	911e	e9849e	911e	0000911e
5001	6243	8fe2c3	9120	e984a0	9120	00009120
5002	6244	8fe2c4	9125	e984a5	9125	00009125
5003	6245	8fe2c5	9122	e984a2	9122	00009122
5004	6246	8fe2c6	9123	e984a3	9123	00009123
5005	6247	8fe2c7	9127	e984a7	9127	00009127
5006	6248	8fe2c8	9129	e984a9	9129	00009129
5007	6249	8fe2c9	912e	e984ae	912e	0000912e
5008	624a	8fe2ca	912f	e984af	912f	0000912f
5009	624b	8fe2cb	9131	e984b1	9131	00009131
5010	624c	8fe2cc	9134	e984b4	9134	00009134
5011	624d	8fe2cd	9136	e984b6	9136	00009136
5012	624e	8fe2ce	9137	e984b7	9137	00009137
5013	624f	8fe2cf	9139	e984b9	9139	00009139
5014	6250	8fe2d0	913a	e984ba	913a	0000913a
5015	6251	8fe2d1	913c	e984bc	913c	0000913c
5016	6252	8fe2d2	913d	e984bd	913d	0000913d
5017	6253	8fe2d3	9143	e98583	9143	00009143
5018	6254	8fe2d4	9147	e98587	9147	00009147
5019	6255	8fe2d5	9148	e98588	9148	00009148
5020	6256	8fe2d6	914f	e9858f	914f	0000914f
5021	6257	8fe2d7	9153	e98593	9153	00009153
5022	6258	8fe2d8	9157	e98597	9157	00009157
5023	6259	8fe2d9	9159	e98599	9159	00009159
5024	625a	8fe2da	915a	e9859a	915a	0000915a
5025	625b	8fe2db	915b	e9859b	915b	0000915b
5026	625c	8fe2dc	9161	e985a1	9161	00009161
5027	625d	8fe2dd	9164	e985a4	9164	00009164
5028	625e	8fe2de	9167	e985a7	9167	00009167
5029	625f	8fe2df	916d	e985ad	916d	0000916d
5030	6260	8fe2e0	9174	e985b4	9174	00009174
5031	6261	8fe2e1	9179	e985b9	9179	00009179
5032	6262	8fe2e2	917a	e985ba	917a	0000917a
5033	6263	8fe2e3	917b	e985bb	917b	0000917b
5034	6264	8fe2e4	9181	e98681	9181	00009181
5035	6265	8fe2e5	9183	e98683	9183	00009183
5036	6266	8fe2e6	9185	e98685	9185	00009185
5037	6267	8fe2e7	9186	e98686	9186	00009186
5038	6268	8fe2e8	918a	e9868a	918a	0000918a
5039	6269	8fe2e9	918e	e9868e	918e	0000918e
5040	626a	8fe2ea	9191	e98691	9191	00009191
5041	626b	8fe2eb	9193	e98693	9193	00009193
5042	626c	8fe2ec	9194	e98694	9194	00009194
5043	626d	8fe2ed	9195	e98695	9195	00009195
5044	626e	8fe2ee	9198	e98698	9198	00009198
5045	626f	8fe2ef	919e	e9869e	919e	0000919e
5046	6270	8fe2f0	91a1	e986a1	91a1	000091a1
5047	6271	8fe2f1	91a6	e986a6	91a6	000091a6
5048	6272	8fe2f2	91a8	e986a8	91a8	000091a8
5049	6273	8fe2f3	91ac	e986ac	91ac	000091ac
5050	6274	8fe2f4	91ad	e986ad	91ad	000091ad
5051	6275	8fe2f5	91ae	e986ae	91ae	000091ae
5052	6276	8fe2f6	91b0	e986b0	91b0	000091b0
5053	6277	8fe2f7	91b1	e986b1	91b1	000091b1
5054	6278	8fe2f8	91b2	e986b2	91b2	000091b2
5055	6279	8fe2f9	91b3	e986b3	91b3	000091b3
5056	627a	8fe2fa	91b6	e986b6	91b6	000091b6
5057	627b	8fe2fb	91bb	e986bb	91bb	000091bb
5058	627c	8fe2fc	91bc	e986bc	91bc	000091bc
5059	627d	8fe2fd	91bd	e986bd	91bd	000091bd
5060	627e	8fe2fe	91bf	e986bf	91bf	000091bf
5061	6321	8fe3a1	91c2	e98782	91c2	000091c2
5062	6322	8fe3a2	91c3	e98783	91c3	000091c3
5063	6323	8fe3a3	91c5	e98785	91c5	000091c5
5064	6324	8fe3a4	91d3	e98793	91d3	000091d3
5065	6325	8fe3a5	91d4	e98794	91d4	000091d4
5066	6326	8fe3a6	91d7	e98797	91d7	000091d7
5067	6327	8fe3a7	91d9	e98799	91d9	000091d9
5068	6328	8fe3a8	91da	e9879a	91da	000091da
5069	6329	8fe3a9	91de	e9879e	91de	000091de
5070	632a	8fe3aa	91e4	e987a4	91e4	000091e4
5071	632b	8fe3ab	91e5	e987a5	91e5	000091e5
5072	632c	8fe3ac	91e9	e987a9	91e9	000091e9
5073	632d	8fe3ad	91ea	e987aa	91ea	000091ea
5074	632e	8fe3ae	91ec	e987ac	91ec	000091ec
5075	632f	8fe3af	91ed	e987ad	91ed	000091ed
5076	6330	8fe3b0	91ee	e987ae	91ee	000091ee
5077	6331	8fe3b1	91ef	e987af	91ef	000091ef
5078	6332	8fe3b2	91f0	e987b0	91f0	000091f0
5079	6333	8fe3b3	91f1	e987b1	91f1	000091f1
5080	6334	8fe3b4	91f7	e987b7	91f7	000091f7
5081	6335	8fe3b5	91f9	e987b9	91f9	000091f9
5082	6336	8fe3b6	91fb	e987bb	91fb	000091fb
5083	6337	8fe3b7	91fd	e987bd	91fd	000091fd
5084	6338	8fe3b8	9200	e98880	9200	00009200
5085	6339	8fe3b9	9201	e98881	9201	00009201
5086	633a	8fe3ba	9204	e98884	9204	00009204
5087	633b	8fe3bb	9205	e98885	9205	00009205
5088	633c	8fe3bc	9206	e98886	9206	00009206
5089	633d	8fe3bd	9207	e98887	9207	00009207
5090	633e	8fe3be	9209	e98889	9209	00009209
5091	633f	8fe3bf	920a	e9888a	920a	0000920a
5092	6340	8fe3c0	920c	e9888c	920c	0000920c
5093	6341	8fe3c1	9210	e98890	9210	00009210
5094	6342	8fe3c2	9212	e98892	9212	00009212
5095	6343	8fe3c3	9213	e98893	9213	00009213
5096	6344	8fe3c4	9216	e98896	9216	00009216
5097	6345	8fe3c5	9218	e98898	9218	00009218
5098	6346	8fe3c6	921c	e9889c	921c	0000921c
5099	6347	8fe3c7	921d	e9889d	921d	0000921d
5100	6348	8fe3c8	9223	e988a3	9223	00009223
5101	6349	8fe3c9	9224	e988a4	9224	00009224
5102	634a	8fe3ca	9225	e988a5	9225	00009225
5103	634b	8fe3cb	9226	e988a6	9226	00009226
5104	634c	8fe3cc	9228	e988a8	9228	00009228
5105	634d	8fe3cd	922e	e988ae	922e	0000922e
5106	634e	8fe3ce	922f	e988af	922f	0000922f
5107	634f	8fe3cf	9230	e988b0	9230	00009230
5108	6350	8fe3d0	9233	e988b3	9233	00009233
5109	6351	8fe3d1	9235	e988b5	9235	00009235
5110	6352	8fe3d2	9236	e988b6	9236	00009236
5111	6353	8fe3d3	9238	e988b8	9238	00009238
5112	6354	8fe3d4	9239	e988b9	9239	00009239
5113	6355	8fe3d5	923a	e988ba	923a	0000923a
5114	6356	8fe3d6	923c	e988bc	923c	0000923c
5115	6357	8fe3d7	923e	e988be	923e	0000923e
5116	6358	8fe3d8	9240	e98980	9240	00009240
5117	6359	8fe3d9	9242	e98982	9242	00009242
5118	635a	8fe3da	9243	e98983	9243	00009243
5119	635b	8fe3db	9246	e98986	9246	00009246
5120	635c	8fe3dc	9247	e98987	9247	00009247
5121	635d	8fe3dd	924a	e9898a	924a	0000924a
5122	635e	8fe3de	924d	e9898d	924d	0000924d
5123	635f	8fe3df	924e	e9898e	924e	0000924e
5124	6360	8fe3e0	924f	e9898f	924f	0000924f
5125	6361	8fe3e1	9251	e98991	9251	00009251
5126	6362	8fe3e2	9258	e98998	9258	00009258
5127	6363	8fe3e3	9259	e98999	9259	00009259
5128	6364	8fe3e4	925c	e9899c	925c	0000925c
5129	6365	8fe3e5	925d	e9899d	925d	0000925d
5130	6366	8fe3e6	9260	e989a0	9260	00009260
5131	6367	8fe3e7	9261	e989a1	9261	00009261
5132	6368	8fe3e8	9265	e989a5	9265	00009265
5133	6369	8fe3e9	9267	e989a7	9267	00009267
5134	636a	8fe3ea	9268	e989a8	9268	00009268
5135	636b	8fe3eb	9269	e989a9	9269	00009269
5136	636c	8fe3ec	926e	e989ae	926e	0000926e
5137	636d	8fe3ed	926f	e989af	926f	0000926f
5138	636e	8fe3ee	9270	e989b0	9270	00009270
5139	636f	8fe3ef	9275	e989b5	9275	00009275
5140	6370	8fe3f0	9276	e989b6	9276	00009276
5141	6371	8fe3f1	9277	e989b7	9277	00009277
5142	6372	8fe3f2	9278	e989b8	9278	00009278
5143	6373	8fe3f3	9279	e989b9	9279	00009279
5144	6374	8fe3f4	927b	e989bb	927b	0000927b
5145	6375	8fe3f5	927c	e989bc	927c	0000927c
5146	6376	8fe3f6	927d	e989bd	927d	0000927d
5147	6377	8fe3f7	927f	e989bf	927f	0000927f
5148	6378	8fe3f8	9288	e98a88	9288	00009288
5149	6379	8fe3f9	9289	e98a89	9289	00009289
5150	637a	8fe3fa	928a	e98a8a	928a	0000928a
5151	637b	8fe3fb	928d	e98a8d	928d	0000928d
5152	637c	8fe3fc	928e	e98a8e	928e	0000928e
5153	637d	8fe3fd	9292	e98a92	9292	00009292
5154	637e	8fe3fe	9297	e98a97	9297	00009297
5155	6421	8fe4a1	9299	e98a99	9299	00009299
5156	6422	8fe4a2	929f	e98a9f	929f	0000929f
5157	6423	8fe4a3	92a0	e98aa0	92a0	000092a0
5158	6424	8fe4a4	92a4	e98aa4	92a4	000092a4
5159	6425	8fe4a5	92a5	e98aa5	92a5	000092a5
5160	6426	8fe4a6	92a7	e98aa7	92a7	000092a7
5161	6427	8fe4a7	92a8	e98aa8	92a8	000092a8
5162	6428	8fe4a8	92ab	e98aab	92ab	000092ab
5163	6429	8fe4a9	92af	e98aaf	92af	000092af
5164	642a	8fe4aa	92b2	e98ab2	92b2	000092b2
5165	642b	8fe4ab	92b6	e98ab6	92b6	000092b6
5166	642c	8fe4ac	92b8	e98ab8	92b8	000092b8
5167	642d	8fe4ad	92ba	e98aba	92ba	000092ba
5168	642e	8fe4ae	92bb	e98abb	92bb	000092bb
5169	642f	8fe4af	92bc	e98abc	92bc	000092bc
5170	6430	8fe4b0	92bd	e98abd	92bd	000092bd
5171	6431	8fe4b1	92bf	e98abf	92bf	000092bf
5172	6432	8fe4b2	92c0	e98b80	92c0	000092c0
5173	6433	8fe4b3	92c1	e98b81	92c1	000092c1
5174	6434	8fe4b4	92c2	e98b82	92c2	000092c2
5175	6435	8fe4b5	92c3	e98b83	92c3	000092c3
5176	6436	8fe4b6	92c5	e98b85	92c5	000092c5
5177	6437	8fe4b7	92c6	e98b86	92c6	000092c6
5178	6438	8fe4b8	92c7	e98b87	92c7	000092c7
5179	6439	8fe4b9	92c8	e98b88	92c8	000092c8
5180	643a	8fe4ba	92cb	e98b8b	92cb	000092cb
5181	643b	8fe4bb	92cc	e98b8c	92cc	000092cc
5182	643c	8fe4bc	92cd	e98b8d	92cd	000092cd
5183	643d	8fe4bd	92ce	e98b8e	92ce	000092ce
5184	643e	8fe4be	92d0	e98b90	92d0	000092d0
5185	643f	8fe4bf	92d3	e98b93	92d3	000092d3
5186	6440	8fe4c0	92d5	e98b95	92d5	000092d5
5187	6441	8fe4c1	92d7	e98b97	92d7	000092d7
5188	6442	8fe4c2	92d8	e98b98	92d8	000092d8
5189	6443	8fe4c3	92d9	e98b99	92d9	000092d9
5190	6444	8fe4c4	92dc	e98b9c	92dc	000092dc
5191	6445	8fe4c5	92dd	e98b9d	92dd	000092dd
5192	6446	8fe4c6	92df	e98b9f	92df	000092df
5193	6447	8fe4c7	92e0	e98ba0	92e0	000092e0
5194	6448	8fe4c8	92e1	e98ba1	92e1	000092e1
5195	6449	8fe4c9	92e3	e98ba3	92e3	000092e3
5196	644a	8fe4ca	92e5	e98ba5	92e5	000092e5
5197	644b	8fe4cb	92e7	e98ba7	92e7	000092e7
5198	644c	8fe4cc	92e8	e98ba8	92e8	000092e8
5199	644d	8fe4cd	92ec	e98bac	92ec	000092ec
5200	644e	8fe4ce	92ee	e98bae	92ee	000092ee
5201	644f	8fe4cf	92f0	e98bb0	92f0	000092f0
5202	6450	8fe4d0	92f9	e98bb9	92f9	000092f9
5203	6451	8fe4d1	92fb	e98bbb	92fb	000092fb
5204	6452	8fe4d2	92ff	e98bbf	92ff	000092ff
5205	6453	8fe4d3	9300	e98c80	9300	00009300
5206	6454	8fe4d4	9302	e98c82	9302	00009302
5207	6455	8fe4d5	9308	e98c88	9308	00009308
5208	6456	8fe4d6	930d	e98c8d	930d	0000930d
5209	6457	8fe4d7	9311	e98c91	9311	00009311
5210	6458	8fe4d8	9314	e98c94	9314	00009314
5211	6459	8fe4d9	9315	e98c95	9315	00009315
5212	645a	8fe4da	931c	e98c9c	931c	0000931c
5213	645b	8fe4db	931d	e98c9d	931d	0000931d
5214	645c	8fe4dc	931e	e98c9e	931e	0000931e
5215	645d	8fe4dd	931f	e98c9f	931f	0000931f
5216	645e	8fe4de	9321	e98ca1	9321	00009321
5217	645f	8fe4df	9324	e98ca4	9324	00009324
5218	6460	8fe4e0	9325	e98ca5	9325	00009325
5219	6461	8fe4e1	9327	e98ca7	9327	00009327
5220	6462	8fe4e2	9329	e98ca9	9329	00009329
5221	6463	8fe4e3	932a	e98caa	932a	0000932a
5222	6464	8fe4e4	9333	e98cb3	9333	00009333
5223	6465	8fe4e5	9334	e98cb4	9334	00009334
5224	6466	8fe4e6	9336	e98cb6	9336	00009336
5225	6467	8fe4e7	9337	e98cb7	9337	00009337
5226	6468	8fe4e8	9347	e98d87	9347	00009347
5227	6469	8fe4e9	9348	e98d88	9348	00009348
5228	646a	8fe4ea	9349	e98d89	9349	00009349
5229	646b	8fe4eb	9350	e98d90	9350	00009350
5230	646c	8fe4ec	9351	e98d91	9351	00009351
5231	646d	8fe4ed	9352	e98d92	9352	00009352
5232	646e	8fe4ee	9355	e98d95	9355	00009355
5233	646f	8fe4ef	9357	e98d97	9357	00009357
5234	6470	8fe4f0	9358	e98d98	9358	00009358
5235	6471	8fe4f1	935a	e98d9a	935a	0000935a
5236	6472	8fe4f2	935e	e98d9e	935e	0000935e
5237	6473	8fe4f3	9364	e98da4	9364	00009364
5238	6474	8fe4f4	9365	e98da5	9365	00009365
5239	6475	8fe4f5	9367	e98da7	9367	00009367
5240	6476	8fe4f6	9369	e98da9	9369	00009369
5241	6477	8fe4f7	936a	e98daa	936a	0000936a
5242	6478	8fe4f8	936d	e98dad	936d	0000936d
5243	6479	8fe4f9	936f	e98daf	936f	0000936f
5244	647a	8fe4fa	9370	e98db0	9370	00009370
5245	647b	8fe4fb	9371	e98db1	9371	00009371
5246	647c	8fe4fc	9373	e98db3	9373	00009373
5247	647d	8fe4fd	9374	e98db4	9374	00009374
5248	647e	8fe4fe	9376	e98db6	9376	00009376
5249	6521	8fe5a1	937a	e98dba	937a	0000937a
5250	6522	8fe5a2	937d	e98dbd	937d	0000937d
5251	6523	8fe5a3	937f	e98dbf	937f	0000937f
5252	6524	8fe5a4	9380	e98e80	9380	00009380
5253	6525	8fe5a5	9381	e98e81	9381	00009381
5254	6526	8fe5a6	9382	e98e82	9382	00009382
5255	6527	8fe5a7	9388	e98e88	9388	00009388
5256	6528	8fe5a8	938a	e98e8a	938a	0000938a
5257	6529	8fe5a9	938b	e98e8b	938b	0000938b
5258	652a	8fe5aa	938d	e98e8d	938d	0000938d
5259	652b	8fe5ab	938f	e98e8f	938f	0000938f
5260	652c	8fe5ac	9392	e98e92	9392	00009392
5261	652d	8fe5ad	9395	e98e95	9395	00009395
5262	652e	8fe5ae	9398	e98e98	9398	00009398
5263	652f	8fe5af	939b	e98e9b	939b	0000939b
5264	6530	8fe5b0	939e	e98e9e	939e	0000939e
5265	6531	8fe5b1	93a1	e98ea1	93a1	000093a1
5266	6532	8fe5b2	93a3	e98ea3	93a3	000093a3
5267	6533	8fe5b3	93a4	e98ea4	93a4	000093a4
5268	6534	8fe5b4	93a6	e98ea6	93a6	000093a6
5269	6535	8fe5b5	93a8	e98ea8	93a8	000093a8
5270	6536	8fe5b6	93ab	e98eab	93ab	000093ab
5271	6537	8fe5b7	93b4	e98eb4	93b4	000093b4
5272	6538	8fe5b8	93b5	e98eb5	93b5	000093b5
5273	6539	8fe5b9	93b6	e98eb6	93b6	000093b6
5274	653a	8fe5ba	93ba	e98eba	93ba	000093ba
5275	653b	8fe5bb	93a9	e98ea9	93a9	000093a9
5276	653c	8fe5bc	93c1	e98f81	93c1	000093c1
5277	653d	8fe5bd	93c4	e98f84	93c4	000093c4
5278	653e	8fe5be	93c5	e98f85	93c5	000093c5
5279	653f	8fe5bf	93c6	e98f86	93c6	000093c6
5280	6540	8fe5c0	93c7	e98f87	93c7	000093c7
5281	6541	8fe5c1	93c9	e98f89	93c9	000093c9
5282	6542	8fe5c2	93ca	e98f8a	93ca	000093ca
5283	6543	8fe5c3	93cb	e98f8b	93cb	000093cb
5284	6544	8fe5c4	93cc	e98f8c	93cc	000093cc
5285	6545	8fe5c5	93cd	e98f8d	93cd	000093cd
5286	6546	8fe5c6	93d3	e98f93	93d3	000093d3
5287	6547	8fe5c7	93d9	e98f99	93d9	000093d9
5288	6548	8fe5c8	93dc	e98f9c	93dc	000093dc
5289	6549	8fe5c9	93de	e98f9e	93de	000093de
5290	654a	8fe5ca	93df	e98f9f	93df	000093df
5291	654b	8fe5cb	93e2	e98fa2	93e2	000093e2
5292	654c	8fe5cc	93e6	e98fa6	93e6	000093e6
5293	654d	8fe5cd	93e7	e98fa7	93e7	000093e7
5294	654e	8fe5ce	93f9	e98fb9	93f9	000093f9
5295	654f	8fe5cf	93f7	e98fb7	93f7	000093f7
5296	6550	8fe5d0	93f8	e98fb8	93f8	000093f8
5297	6551	8fe5d1	93fa	e98fba	93fa	000093fa
5298	6552	8fe5d2	93fb	e98fbb	93fb	000093fb
5299	6553	8fe5d3	93fd	e98fbd	93fd	000093fd
5300	6554	8fe5d4	9401	e99081	9401	00009401
5301	6555	8fe5d5	9402	e99082	9402	00009402
5302	6556	8fe5d6	9404	e99084	9404	00009404
5303	6557	8fe5d7	9408	e99088	9408	00009408
5304	6558	8fe5d8	9409	e99089	9409	00009409
5305	6559	8fe5d9	940d	e9908d	940d	0000940d
5306	655a	8fe5da	940e	e9908e	940e	0000940e
5307	655b	8fe5db	940f	e9908f	940f	0000940f
5308	655c	8fe5dc	9415	e99095	9415	00009415
5309	655d	8fe5dd	9416	e99096	9416	00009416
5310	655e	8fe5de	9417	e99097	9417	00009417
5311	655f	8fe5df	941f	e9909f	941f	0000941f
5312	6560	8fe5e0	942e	e990ae	942e	0000942e
5313	6561	8fe5e1	942f	e990af	942f	0000942f
5314	6562	8fe5e2	9431	e990b1	9431	00009431
5315	6563	8fe5e3	9432	e990b2	9432	00009432
5316	6564	8fe5e4	9433	e990b3	9433	00009433
5317	6565	8fe5e5	9434	e990b4	9434	00009434
5318	6566	8fe5e6	943b	e990bb	943b	0000943b
5319	6567	8fe5e7	943f	e990bf	943f	0000943f
5320	6568	8fe5e8	943d	e990bd	943d	0000943d
5321	6569	8fe5e9	9443	e99183	9443	00009443
5322	656a	8fe5ea	9445	e99185	9445	00009445
5323	656b	8fe5eb	9448	e99188	9448	00009448
5324	656c	8fe5ec	944a	e9918a	944a	0000944a
5325	656d	8fe5ed	944c	e9918c	944c	0000944c
5326	656e	8fe5ee	9455	e99195	9455	00009455
5327	656f	8fe5ef	9459	e99199	9459	00009459
5328	6570	8fe5f0	945c	e9919c	945c	0000945c
5329	6571	8fe5f1	945f	e9919f	945f	0000945f
5330	6572	8fe5f2	9461	e991a1	9461	00009461
5331	6573	8fe5f3	9463	e991a3	9463	00009463
5332	6574	8fe5f4	9468	e991a8	9468	00009468
5333	6575	8fe5f5	946b	e991ab	946b	0000946b
5334	6576	8fe5f6	946d	e991ad	946d	0000946d
5335	6577	8fe5f7	946e	e991ae	946e	0000946e
5336	6578	8fe5f8	946f	e991af	946f	0000946f
5337	6579	8fe5f9	9471	e991b1	9471	00009471
5338	657a	8fe5fa	9472	e991b2	9472	00009472
5339	657b	8fe5fb	9484	e99284	9484	00009484
5340	657c	8fe5fc	9483	e99283	9483	00009483
5341	657d	8fe5fd	9578	e2bb92,e995b8	2ed2,9578	00002ed2,00009578
5342	657e	8fe5fe	9579	e995b9	9579	00009579
5343	6621	8fe6a1	957e	e995be	957e	0000957e
5344	6622	8fe6a2	9584	e99684	9584	00009584
5345	6623	8fe6a3	9588	e99688	9588	00009588
5346	6624	8fe6a4	958c	e9968c	958c	0000958c
5347	6625	8fe6a5	958d	e9968d	958d	0000958d
5348	6626	8fe6a6	958e	e9968e	958e	0000958e
5349	6627	8fe6a7	959d	e9969d	959d	0000959d
5350	6628	8fe6a8	959e	e9969e	959e	0000959e
5351	6629	8fe6a9	959f	e9969f	959f	0000959f
