# JIS X 0212-1990 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 5, 2004
#
# Because Adobe-Japan1-6 obsoletes Adobe-Japan2-0, the correspondence
# between the two character collections is provided.
#
# Adobe-Japan1-6 CIDs in parentheses are those that are considered the
# prototypical glyphs from the JIS X 0212-1990 standard. In the case
# of kanji, they are made accessible through the OpenType 'hojo' GSUB
# feature.
#
KuTen	2022JP	EUCJP	Unicode	Adobe-Japan1-6	Adobe-Japan2-0
6433	0x6041	0x8FE0C1	U+8E82	22625	4811
6434	0x6042	0x8FE0C2	U+8E83	22626	4812
6435	0x6043	0x8FE0C3	U+8E89	19862	4813
6436	0x6044	0x8FE0C4	U+8E90	19863	4814
6437	0x6045	0x8FE0C5	U+8E92	15174	4815
6438	0x6046	0x8FE0C6	U+8E95	19864	4816
6439	0x6047	0x8FE0C7	U+8E9A	19865	4817
6440	0x6048	0x8FE0C8	U+8E9B	22627	4818
6441	0x6049	0x8FE0C9	U+8E9D	22628	4819
6442	0x604A	0x8FE0CA	U+8E9E	18742	4820
6443	0x604B	0x8FE0CB	U+8EA2	22629	4821
6444	0x604C	0x8FE0CC	U+8EA7	19866	4822
6445	0x604D	0x8FE0CD	U+8EA9	19867	4823
6446	0x604E	0x8FE0CE	U+8EAD	19868	4824
6447	0x604F	0x8FE0CF	U+8EAE	15175	4825
6448	0x6050	0x8FE0D0	U+8EB3	15176	4826
6449	0x6051	0x8FE0D1	U+8EB5	18743	4827
6450	0x6052	0x8FE0D2	U+8EBA	22630	4828
6451	0x6053	0x8FE0D3	U+8EBB	18744	4829
6452	0x6054	0x8FE0D4	U+8EC0	7663	4830
6453	0x6055	0x8FE0D5	U+8EC1	22631	4831
6454	0x6056	0x8FE0D6	U+8EC3	22632	4832
6455	0x6057	0x8FE0D7	U+8EC4	22633	4833
6456	0x6058	0x8FE0D8	U+8EC7	22634	4834
6457	0x6059	0x8FE0D9	U+8ECF	8631	4835
6458	0x605A	0x8FE0DA	U+8ED1	15177	4836
6459	0x605B	0x8FE0DB	U+8ED4	15178	4837
6460	0x605C	0x8FE0DC	U+8EDC	22635	4838
6461	0x605D	0x8FE0DD	U+8EE8	19869	4839
6462	0x605E	0x8FE0DE	U+8EEE	22636	4840
6463	0x605F	0x8FE0DF	U+8EF0	19870	4841
6464	0x6060	0x8FE0E0	U+8EF1	22637	4842
6465	0x6061	0x8FE0E1	U+8EF7	22638	4843
6466	0x6062	0x8FE0E2	U+8EF9	15179	4844
6467	0x6063	0x8FE0E3	U+8EFA	17142	4845
6468	0x6064	0x8FE0E4	U+8EED	22639	4846
6469	0x6065	0x8FE0E5	U+8F00	18748	4847
6470	0x6066	0x8FE0E6	U+8F02	22640	4848
6471	0x6067	0x8FE0E7	U+8F07	19871	4849
6472	0x6068	0x8FE0E8	U+8F08	18749	4850
6473	0x6069	0x8FE0E9	U+8F0F	22641	4851
6474	0x606A	0x8FE0EA	U+8F10	22642	4852
6475	0x606B	0x8FE0EB	U+8F16	22643	4853
6476	0x606C	0x8FE0EC	U+8F17	15180	4854
6477	0x606D	0x8FE0ED	U+8F18	19872	4855
6478	0x606E	0x8FE0EE	U+8F1E	17143	4856
6479	0x606F	0x8FE0EF	U+8F20	22644	4857
6480	0x6070	0x8FE0F0	U+8F21	22645	4858
6481	0x6071	0x8FE0F1	U+8F23	22646	4859
6482	0x6072	0x8FE0F2	U+8F25	19873	4860
6483	0x6073	0x8FE0F3	U+8F27	19874	4861
6484	0x6074	0x8FE0F4	U+8F28	22647	4862
6485	0x6075	0x8FE0F5	U+8F2C	19875	4863
6486	0x6076	0x8FE0F6	U+8F2D	17144	4864
6487	0x6077	0x8FE0F7	U+8F2E	22648	4865
6488	0x6078	0x8FE0F8	U+8F34	22649	4866
6489	0x6079	0x8FE0F9	U+8F35	19876	4867
6490	0x607A	0x8FE0FA	U+8F36	15181	4868
6491	0x607B	0x8FE0FB	U+8F37	22650	4869
6492	0x607C	0x8FE0FC	U+8F3A	19877	4870
6493	0x607D	0x8FE0FD	U+8F40	18751	4871
6494	0x607E	0x8FE0FE	U+8F41	22651	4872
6501	0x6121	0x8FE1A1	U+8F43	19878	4873
6502	0x6122	0x8FE1A2	U+8F47	19879	4874
6503	0x6123	0x8FE1A3	U+8F4F	22652	4875
6504	0x6124	0x8FE1A4	U+8F51	19880	4876
6505	0x6125	0x8FE1A5	U+8F52	22653	4877
6506	0x6126	0x8FE1A6	U+8F53	22654	4878
6507	0x6127	0x8FE1A7	U+8F54	17145	4879
6508	0x6128	0x8FE1A8	U+8F55	19881	4880
6509	0x6129	0x8FE1A9	U+8F58	18753	4881
6510	0x612A	0x8FE1AA	U+8F5D	22655	4882
6511	0x612B	0x8FE1AB	U+8F5E	22656	4883
6512	0x612C	0x8FE1AC	U+8F65	22657	4884
6513	0x612D	0x8FE1AD	U+8F9D	22658	4885
6514	0x612E	0x8FE1AE	U+8FA0	19882	4886
6515	0x612F	0x8FE1AF	U+8FA1	19883	4887
6516	0x6130	0x8FE1B0	U+8FA4	18755	4888
6517	0x6131	0x8FE1B1	U+8FA5	19885	4889
6518	0x6132	0x8FE1B2	U+8FA6	15182	4890
6519	0x6133	0x8FE1B3	U+8FB5	15183	4891
6520	0x6134	0x8FE1B4	U+8FB6	15184	4892
6521	0x6135	0x8FE1B5	U+8FB8	22659	4893
6522	0x6136	0x8FE1B6	U+8FBE	22660	4894
6523	0x6137	0x8FE1B7	U+8FC0	22661	4895
6524	0x6138	0x8FE1B8	U+8FC1	18758	4896
6525	0x6139	0x8FE1B9	U+8FC6	18759	4897
6526	0x613A	0x8FE1BA	U+8FCA	18761	4898
6527	0x613B	0x8FE1BB	U+8FCB	22662	4899
6528	0x613C	0x8FE1BC	U+8FCD	18762	4900
6529	0x613D	0x8FE1BD	U+8FD0	22663	4901
6530	0x613E	0x8FE1BE	U+8FD2	22664	4902
6531	0x613F	0x8FE1BF	U+8FD3	18763	4903
6532	0x6140	0x8FE1C0	U+8FD5	18764	4904
6533	0x6141	0x8FE1C1	U+8FE0	15186	4905
6534	0x6142	0x8FE1C2	U+8FE3	22665	4906
6535	0x6143	0x8FE1C3	U+8FE4	15187	4907
6536	0x6144	0x8FE1C4	U+8FE8	17147	4908
6537	0x6145	0x8FE1C5	U+8FEE	17148	4909
6538	0x6146	0x8FE1C6	U+8FF1	18765	4910
6539	0x6147	0x8FE1C7	U+8FF5	18766	4911
6540	0x6148	0x8FE1C8	U+8FF6	15188	4912
6541	0x6149	0x8FE1C9	U+8FFB	18767	4913
6542	0x614A	0x8FE1CA	U+8FFE	22666	4914
6543	0x614B	0x8FE1CB	U+9002	15189	4915
6544	0x614C	0x8FE1CC	U+9004	19886	4916
6545	0x614D	0x8FE1CD	U+9008	17149	4917
6546	0x614E	0x8FE1CE	U+900C	18768	4918
6547	0x614F	0x8FE1CF	U+9018	22667	4919
6548	0x6150	0x8FE1D0	U+901B	19887	4920
6549	0x6151	0x8FE1D1	U+9028	22668	4921
6550	0x6152	0x8FE1D2	U+9029	22669	4922
6551	0x6153	0x8FE1D3	U+902F	19888	4923
6552	0x6154	0x8FE1D4	U+902A	22670	4924
6553	0x6155	0x8FE1D5	U+902C	15190	4925
6554	0x6156	0x8FE1D6	U+902D	17150	4926
6555	0x6157	0x8FE1D7	U+9033	22671	4927
6556	0x6158	0x8FE1D8	U+9034	22672	4928
6557	0x6159	0x8FE1D9	U+9037	18769	4929
6558	0x615A	0x8FE1DA	U+903F	22673	4930
6559	0x615B	0x8FE1DB	U+9043	18771	4931
6560	0x615C	0x8FE1DC	U+9044	15191	4932
6561	0x615D	0x8FE1DD	U+904C	19889	4933
6562	0x615E	0x8FE1DE	U+905B	19890	4934
6563	0x615F	0x8FE1DF	U+905D	18772	4935
6564	0x6160	0x8FE1E0	U+9062	22674	4936
6565	0x6161	0x8FE1E1	U+9066	22675	4937
6566	0x6162	0x8FE1E2	U+9067	8634	4938
6567	0x6163	0x8FE1E3	U+906C	22676	4939
6568	0x6164	0x8FE1E4	U+9070	19891	4940
6569	0x6165	0x8FE1E5	U+9074	19892	4941
6570	0x6166	0x8FE1E6	U+9079	19893	4942
6571	0x6167	0x8FE1E7	U+9085	18775	4943
6572	0x6168	0x8FE1E8	U+9088	15192	4944
6573	0x6169	0x8FE1E9	U+908B	19894	4945
6574	0x616A	0x8FE1EA	U+908C	18776	4946
6575	0x616B	0x8FE1EB	U+908E	22677	4947
6576	0x616C	0x8FE1EC	U+9090	18777	4948
6577	0x616D	0x8FE1ED	U+9095	15193	4949
6578	0x616E	0x8FE1EE	U+9097	17151	4950
6579	0x616F	0x8FE1EF	U+9098	19895	4951
6580	0x6170	0x8FE1F0	U+9099	15194	4952
6581	0x6171	0x8FE1F1	U+909B	15195	4953
6582	0x6172	0x8FE1F2	U+90A0	19896	4954
6583	0x6173	0x8FE1F3	U+90A1	18778	4955
6584	0x6174	0x8FE1F4	U+90A2	15196	4956
6585	0x6175	0x8FE1F5	U+90A5	22678	4957
6586	0x6176	0x8FE1F6	U+90B0	18780	4958
6587	0x6177	0x8FE1F7	U+90B2	19897	4959
6588	0x6178	0x8FE1F8	U+90B3	17152	4960
6589	0x6179	0x8FE1F9	U+90B4	15197	4961
6590	0x617A	0x8FE1FA	U+90B6	18781	4962
6591	0x617B	0x8FE1FB	U+90BD	19898	4963
6592	0x617C	0x8FE1FC	U+90CC	22679	4964
6593	0x617D	0x8FE1FD	U+90BE	17153	4965
6594	0x617E	0x8FE1FE	U+90C3	18782	4966
6601	0x6221	0x8FE2A1	U+90C4	17154	4967
6602	0x6222	0x8FE2A2	U+90C5	17155	4968
6603	0x6223	0x8FE2A3	U+90C7	17156	4969
6604	0x6224	0x8FE2A4	U+90C8	18783	4970
6605	0x6225	0x8FE2A5	U+90D5	22680	4971
6606	0x6226	0x8FE2A6	U+90D7	15198	4972
6607	0x6227	0x8FE2A7	U+90D8	22681	4973
6608	0x6228	0x8FE2A8	U+90D9	22682	4974
6609	0x6229	0x8FE2A9	U+90DC	18785	4975
6610	0x622A	0x8FE2AA	U+90DD	15199	4976
6611	0x622B	0x8FE2AB	U+90DF	18786	4977
6612	0x622C	0x8FE2AC	U+90E5	22683	4978
6613	0x622D	0x8FE2AD	U+90D2	22684	4979
6614	0x622E	0x8FE2AE	U+90F6	18788	4980
6615	0x622F	0x8FE2AF	U+90EB	18791	4981
6616	0x6230	0x8FE2B0	U+90EF	17157	4982
6617	0x6231	0x8FE2B1	U+90F0	19900	4983
6618	0x6232	0x8FE2B2	U+90F4	15200	4984
6619	0x6233	0x8FE2B3	U+90FE	18792	4985
6620	0x6234	0x8FE2B4	U+90FF	18793	4986
6621	0x6235	0x8FE2B5	U+9100	18790	4987
6622	0x6236	0x8FE2B6	U+9104	18794	4988
6623	0x6237	0x8FE2B7	U+9105	19901	4989
6624	0x6238	0x8FE2B8	U+9106	18795	4990
6625	0x6239	0x8FE2B9	U+9108	22685	4991
6626	0x623A	0x8FE2BA	U+910D	22686	4992
6627	0x623B	0x8FE2BB	U+9110	22687	4993
6628	0x623C	0x8FE2BC	U+9114	17158	4994
6629	0x623D	0x8FE2BD	U+9116	17159	4995
6630	0x623E	0x8FE2BE	U+9117	15201	4996
6631	0x623F	0x8FE2BF	U+9118	18796	4997
6632	0x6240	0x8FE2C0	U+911A	22688	4998
6633	0x6241	0x8FE2C1	U+911C	15202	4999
6634	0x6242	0x8FE2C2	U+911E	18797	5000
6635	0x6243	0x8FE2C3	U+9120	22689	5001
6636	0x6244	0x8FE2C4	U+9125	19902	5002
6637	0x6245	0x8FE2C5	U+9122	17160	5003
6638	0x6246	0x8FE2C6	U+9123	17161	5004
6639	0x6247	0x8FE2C7	U+9127	8638	5005
6640	0x6248	0x8FE2C8	U+9129	22690	5006
6641	0x6249	0x8FE2C9	U+912E	22691	5007
6642	0x624A	0x8FE2CA	U+912F	17162	5008
6643	0x624B	0x8FE2CB	U+9131	15203	5009
6644	0x624C	0x8FE2CC	U+9134	17163	5010
6645	0x624D	0x8FE2CD	U+9136	22692	5011
6646	0x624E	0x8FE2CE	U+9137	18798	5012
6647	0x624F	0x8FE2CF	U+9139	18799	5013
6648	0x6250	0x8FE2D0	U+913A	15204	5014
6649	0x6251	0x8FE2D1	U+913C	22693	5015
6650	0x6252	0x8FE2D2	U+913D	15205	5016
6651	0x6253	0x8FE2D3	U+9143	22694	5017
6652	0x6254	0x8FE2D4	U+9147	18801	5018
6653	0x6255	0x8FE2D5	U+9148	15206	5019
6654	0x6256	0x8FE2D6	U+914F	22695	5020
6655	0x6257	0x8FE2D7	U+9153	22696	5021
6656	0x6258	0x8FE2D8	U+9157	18802	5022
6657	0x6259	0x8FE2D9	U+9159	18803	5023
6658	0x625A	0x8FE2DA	U+915A	19903	5024
6659	0x625B	0x8FE2DB	U+915B	15207	5025
6660	0x625C	0x8FE2DC	U+9161	15208	5026
6661	0x625D	0x8FE2DD	U+9164	15209	5027
6662	0x625E	0x8FE2DE	U+9167	19904	5028
6663	0x625F	0x8FE2DF	U+916D	22697	5029
6664	0x6260	0x8FE2E0	U+9174	18804	5030
6665	0x6261	0x8FE2E1	U+9179	18805	5031
6666	0x6262	0x8FE2E2	U+917A	19905	5032
6667	0x6263	0x8FE2E3	U+917B	22698	5033
6668	0x6264	0x8FE2E4	U+9181	22699	5034
6669	0x6265	0x8FE2E5	U+9183	17164	5035
6670	0x6266	0x8FE2E6	U+9185	18806	5036
6671	0x6267	0x8FE2E7	U+9186	22700	5037
6672	0x6268	0x8FE2E8	U+918A	19906	5038
6673	0x6269	0x8FE2E9	U+918E	15210	5039
6674	0x626A	0x8FE2EA	U+9191	19907	5040
6675	0x626B	0x8FE2EB	U+9193	22701	5041
6676	0x626C	0x8FE2EC	U+9194	22702	5042
6677	0x626D	0x8FE2ED	U+9195	19908	5043
6678	0x626E	0x8FE2EE	U+9198	22703	5044
6679	0x626F	0x8FE2EF	U+919E	15211	5045
6680	0x6270	0x8FE2F0	U+91A1	22704	5046
6681	0x6271	0x8FE2F1	U+91A6	22705	5047
6682	0x6272	0x8FE2F2	U+91A8	15212	5048
6683	0x6273	0x8FE2F3	U+91AC	7707	5049
6684	0x6274	0x8FE2F4	U+91AD	15213	5050
6685	0x6275	0x8FE2F5	U+91AE	15214	5051
6686	0x6276	0x8FE2F6	U+91B0	19909	5052
6687	0x6277	0x8FE2F7	U+91B1	7777	5053
6688	0x6278	0x8FE2F8	U+91B2	15215	5054
6689	0x6279	0x8FE2F9	U+91B3	18807	5055
6690	0x627A	0x8FE2FA	U+91B6	18808	5056
6691	0x627B	0x8FE2FB	U+91BB	19910	5057
6692	0x627C	0x8FE2FC	U+91BC	15216	5058
6693	0x627D	0x8FE2FD	U+91BD	19911	5059
6694	0x627E	0x8FE2FE	U+91BF	22706	5060
6701	0x6321	0x8FE3A1	U+91C2	19912	5061
6702	0x6322	0x8FE3A2	U+91C3	18809	5062
6703	0x6323	0x8FE3A3	U+91C5	19913	5063
6704	0x6324	0x8FE3A4	U+91D3	22707	5064
6705	0x6325	0x8FE3A5	U+91D4	22708	5065
6706	0x6326	0x8FE3A6	U+91D7	8640	5066
6707	0x6327	0x8FE3A7	U+91D9	22709	5067
6708	0x6328	0x8FE3A8	U+91DA	8639	5068
6709	0x6329	0x8FE3A9	U+91DE	8641	5069
6710	0x632A	0x8FE3AA	U+91E4	8644	5070
6711	0x632B	0x8FE3AB	U+91E5	8645	5071
6712	0x632C	0x8FE3AC	U+91E9	22710	5072
6713	0x632D	0x8FE3AD	U+91EA	22711	5073
6714	0x632E	0x8FE3AE	U+91EC	18813	5074
6715	0x632F	0x8FE3AF	U+91ED	8642	5075
6716	0x6330	0x8FE3B0	U+91EE	8643	5076
6717	0x6331	0x8FE3B1	U+91EF	22712	5077
6718	0x6332	0x8FE3B2	U+91F0	15217	5078
6719	0x6333	0x8FE3B3	U+91F1	17165	5079
6720	0x6334	0x8FE3B4	U+91F7	15218	5080
6721	0x6335	0x8FE3B5	U+91F9	22713	5081
6722	0x6336	0x8FE3B6	U+91FB	15219	5082
6723	0x6337	0x8FE3B7	U+91FD	22714	5083
6724	0x6338	0x8FE3B8	U+9200	19914	5084
6725	0x6339	0x8FE3B9	U+9201	18814	5085
6726	0x633A	0x8FE3BA	U+9204	22715	5086
6727	0x633B	0x8FE3BB	U+9205	22716	5087
6728	0x633C	0x8FE3BC	U+9206	8646	5088
6729	0x633D	0x8FE3BD	U+9207	15220	5089
6730	0x633E	0x8FE3BE	U+9209	19915	5090
6731	0x633F	0x8FE3BF	U+920A	8648	5091
6732	0x6340	0x8FE3C0	U+920C	22717	5092
6733	0x6341	0x8FE3C1	U+9210	8647	5093
6734	0x6342	0x8FE3C2	U+9212	22718	5094
6735	0x6343	0x8FE3C3	U+9213	22719	5095
6736	0x6344	0x8FE3C4	U+9216	18815	5096
6737	0x6345	0x8FE3C5	U+9218	22720	5097
6738	0x6346	0x8FE3C6	U+921C	22721	5098
6739	0x6347	0x8FE3C7	U+921D	22722	5099
6740	0x6348	0x8FE3C8	U+9223	19916	5100
6741	0x6349	0x8FE3C9	U+9224	22723	5101
6742	0x634A	0x8FE3CA	U+9225	22724	5102
6743	0x634B	0x8FE3CB	U+9226	22725	5103
6744	0x634C	0x8FE3CC	U+9228	15221	5104
6745	0x634D	0x8FE3CD	U+922E	22726	5105
6746	0x634E	0x8FE3CE	U+922F	22727	5106
6747	0x634F	0x8FE3CF	U+9230	22728	5107
6748	0x6350	0x8FE3D0	U+9233	15222	5108
6749	0x6351	0x8FE3D1	U+9235	22729	5109
6750	0x6352	0x8FE3D2	U+9236	22730	5110
6751	0x6353	0x8FE3D3	U+9238	15223	5111
6752	0x6354	0x8FE3D4	U+9239	8655	5112
6753	0x6355	0x8FE3D5	U+923A	8649	5113
6754	0x6356	0x8FE3D6	U+923C	8651	5114
6755	0x6357	0x8FE3D7	U+923E	22731	5115
6756	0x6358	0x8FE3D8	U+9240	8650	5116
6757	0x6359	0x8FE3D9	U+9242	18818	5117
6758	0x635A	0x8FE3DA	U+9243	15224	5118
6759	0x635B	0x8FE3DB	U+9246	22732	5119
6760	0x635C	0x8FE3DC	U+9247	15225	5120
6761	0x635D	0x8FE3DD	U+924A	18819	5121
6762	0x635E	0x8FE3DE	U+924D	22733	5122
6763	0x635F	0x8FE3DF	U+924E	8652	5123
6764	0x6360	0x8FE3E0	U+924F	15226	5124
6765	0x6361	0x8FE3E1	U+9251	8654	5125
6766	0x6362	0x8FE3E2	U+9258	22734	5126
6767	0x6363	0x8FE3E3	U+9259	8653	5127
6768	0x6364	0x8FE3E4	U+925C	22735	5128
6769	0x6365	0x8FE3E5	U+925D	22736	5129
6770	0x6366	0x8FE3E6	U+9260	15227	5130
6771	0x6367	0x8FE3E7	U+9261	18821	5131
6772	0x6368	0x8FE3E8	U+9265	18822	5132
6773	0x6369	0x8FE3E9	U+9267	8656	5133
6774	0x636A	0x8FE3EA	U+9268	18823	5134
6775	0x636B	0x8FE3EB	U+9269	22737	5135
6776	0x636C	0x8FE3EC	U+926E	22738	5136
6777	0x636D	0x8FE3ED	U+926F	22739	5137
6778	0x636E	0x8FE3EE	U+9270	22740	5138
6779	0x636F	0x8FE3EF	U+9275	22741	5139
6780	0x6370	0x8FE3F0	U+9276	19917	5140
6781	0x6371	0x8FE3F1	U+9277	8658	5141
6782	0x6372	0x8FE3F2	U+9278	8659	5142
6783	0x6373	0x8FE3F3	U+9279	22742	5143
6784	0x6374	0x8FE3F4	U+927B	22743	5144
6785	0x6375	0x8FE3F5	U+927C	18825	5145
6786	0x6376	0x8FE3F6	U+927D	18826	5146
6787	0x6377	0x8FE3F7	U+927F	18827	5147
6788	0x6378	0x8FE3F8	U+9288	8362	5148
6789	0x6379	0x8FE3F9	U+9289	18828	5149
6790	0x637A	0x8FE3FA	U+928A	22744	5150
6791	0x637B	0x8FE3FB	U+928D	18829	5151
6792	0x637C	0x8FE3FC	U+928E	19918	5152
6793	0x637D	0x8FE3FD	U+9292	22745	5153
6794	0x637E	0x8FE3FE	U+9297	18830	5154
6801	0x6421	0x8FE4A1	U+9299	18831	5155
6802	0x6422	0x8FE4A2	U+929F	18832	5156
6803	0x6423	0x8FE4A3	U+92A0	22746	5157
6804	0x6424	0x8FE4A4	U+92A4	22747	5158
6805	0x6425	0x8FE4A5	U+92A5	22748	5159
6806	0x6426	0x8FE4A6	U+92A7	8657	5160
6807	0x6427	0x8FE4A7	U+92A8	22749	5161
6808	0x6428	0x8FE4A8	U+92AB	18833	5162
6809	0x6429	0x8FE4A9	U+92AF	19919	5163
6810	0x642A	0x8FE4AA	U+92B2	18836	5164
6811	0x642B	0x8FE4AB	U+92B6	22750	5165
6812	0x642C	0x8FE4AC	U+92B8	22751	5166
6813	0x642D	0x8FE4AD	U+92BA	22752	5167
6814	0x642E	0x8FE4AE	U+92BB	19920	5168
6815	0x642F	0x8FE4AF	U+92BC	19921	5169
6816	0x6430	0x8FE4B0	U+92BD	22753	5170
6817	0x6431	0x8FE4B1	U+92BF	18837	5171
6818	0x6432	0x8FE4B2	U+92C0	18838	5172
6819	0x6433	0x8FE4B3	U+92C1	19922	5173
6820	0x6434	0x8FE4B4	U+92C2	15228	5174
6821	0x6435	0x8FE4B5	U+92C3	19923	5175
6822	0x6436	0x8FE4B6	U+92C5	19924	5176
6823	0x6437	0x8FE4B7	U+92C6	18839	5177
6824	0x6438	0x8FE4B8	U+92C7	22754	5178
6825	0x6439	0x8FE4B9	U+92C8	19925	5179
6826	0x643A	0x8FE4BA	U+92CB	15229	5180
6827	0x643B	0x8FE4BB	U+92CC	15230	5181
6828	0x643C	0x8FE4BC	U+92CD	22755	5182
6829	0x643D	0x8FE4BD	U+92CE	18840	5183
6830	0x643E	0x8FE4BE	U+92D0	8663	5184
6831	0x643F	0x8FE4BF	U+92D3	8667	5185
6832	0x6440	0x8FE4C0	U+92D5	8665	5186
6833	0x6441	0x8FE4C1	U+92D7	8661	5187
6834	0x6442	0x8FE4C2	U+92D8	22756	5188
6835	0x6443	0x8FE4C3	U+92D9	8662	5189
6836	0x6444	0x8FE4C4	U+92DC	22757	5190
6837	0x6445	0x8FE4C5	U+92DD	22758	5191
6838	0x6446	0x8FE4C6	U+92DF	15231	5192
6839	0x6447	0x8FE4C7	U+92E0	8666	5193
6840	0x6448	0x8FE4C8	U+92E1	22759	5194
6841	0x6449	0x8FE4C9	U+92E3	22760	5195
6842	0x644A	0x8FE4CA	U+92E5	18841	5196
6843	0x644B	0x8FE4CB	U+92E7	8660	5197
6844	0x644C	0x8FE4CC	U+92E8	22761	5198
6845	0x644D	0x8FE4CD	U+92EC	22762	5199
6846	0x644E	0x8FE4CE	U+92EE	22763	5200
6847	0x644F	0x8FE4CF	U+92F0	22764	5201
6848	0x6450	0x8FE4D0	U+92F9	8368	5202
6849	0x6451	0x8FE4D1	U+92FB	8670	5203
6850	0x6452	0x8FE4D2	U+92FF	8673	5204
6851	0x6453	0x8FE4D3	U+9300	22765	5205
6852	0x6454	0x8FE4D4	U+9302	8675	5206
6853	0x6455	0x8FE4D5	U+9308	22766	5207
6854	0x6456	0x8FE4D6	U+930D	15232	5208
6855	0x6457	0x8FE4D7	U+9311	18842	5209
6856	0x6458	0x8FE4D8	U+9314	19926	5210
6857	0x6459	0x8FE4D9	U+9315	15233	5211
6858	0x645A	0x8FE4DA	U+931C	22767	5212
6859	0x645B	0x8FE4DB	U+931D	8674	5213
6860	0x645C	0x8FE4DC	U+931E	8672	5214
6861	0x645D	0x8FE4DD	U+931F	15234	5215
6862	0x645E	0x8FE4DE	U+9321	8669	5216
6863	0x645F	0x8FE4DF	U+9324	22768	5217
6864	0x6460	0x8FE4E0	U+9325	8668	5218
6865	0x6461	0x8FE4E1	U+9327	15235	5219
6866	0x6462	0x8FE4E2	U+9329	18846	5220
6867	0x6463	0x8FE4E3	U+932A	22769	5221
6868	0x6464	0x8FE4E4	U+9333	19927	5222
6869	0x6465	0x8FE4E5	U+9334	22770	5223
6870	0x6466	0x8FE4E6	U+9336	19928	5224
6871	0x6467	0x8FE4E7	U+9337	22771	5225
6872	0x6468	0x8FE4E8	U+9347	15236	5226
6873	0x6469	0x8FE4E9	U+9348	8361	5227
6874	0x646A	0x8FE4EA	U+9349	17166	5228
6875	0x646B	0x8FE4EB	U+9350	22772	5229
6876	0x646C	0x8FE4EC	U+9351	18849	5230
6877	0x646D	0x8FE4ED	U+9352	15237	5231
6878	0x646E	0x8FE4EE	U+9355	22773	5232
6879	0x646F	0x8FE4EF	U+9357	8677	5233
6880	0x6470	0x8FE4F0	U+9358	19929	5234
6881	0x6471	0x8FE4F1	U+935A	18850	5235
6882	0x6472	0x8FE4F2	U+935E	22774	5236
6883	0x6473	0x8FE4F3	U+9364	17167	5237
6884	0x6474	0x8FE4F4	U+9365	17168 (15238)	5238
6885	0x6475	0x8FE4F5	U+9367	22775	5239
6886	0x6476	0x8FE4F6	U+9369	22776	5240
6887	0x6477	0x8FE4F7	U+936A	15239	5241
6888	0x6478	0x8FE4F8	U+936D	15240	5242
6889	0x6479	0x8FE4F9	U+936F	22777	5243
6890	0x647A	0x8FE4FA	U+9370	8676	5244
6891	0x647B	0x8FE4FB	U+9371	18852	5245
6892	0x647C	0x8FE4FC	U+9373	18853	5246
6893	0x647D	0x8FE4FD	U+9374	22778	5247
6894	0x647E	0x8FE4FE	U+9376	22779	5248
6901	0x6521	0x8FE5A1	U+937A	22780	5249
6902	0x6522	0x8FE5A2	U+937D	22781	5250
6903	0x6523	0x8FE5A3	U+937F	19930	5251
6904	0x6524	0x8FE5A4	U+9380	22782	5252
6905	0x6525	0x8FE5A5	U+9381	22783	5253
6906	0x6526	0x8FE5A6	U+9382	19931	5254
6907	0x6527	0x8FE5A7	U+9388	18857	5255
6908	0x6528	0x8FE5A8	U+938A	19932	5256
6909	0x6529	0x8FE5A9	U+938B	18858 (20239)	5257
6910	0x652A	0x8FE5AA	U+938D	22784	5258
6911	0x652B	0x8FE5AB	U+938F	18859	5259
6912	0x652C	0x8FE5AC	U+9392	22785	5260
6913	0x652D	0x8FE5AD	U+9395	22786	5261
6914	0x652E	0x8FE5AE	U+9398	22787	5262
6915	0x652F	0x8FE5AF	U+939B	15241	5263
6916	0x6530	0x8FE5B0	U+939E	18860	5264
6917	0x6531	0x8FE5B1	U+93A1	18854 (22788)	5265
6918	0x6532	0x8FE5B2	U+93A3	17169	5266
6919	0x6533	0x8FE5B3	U+93A4	8678	5267
6920	0x6534	0x8FE5B4	U+93A6	22789	5268
6921	0x6535	0x8FE5B5	U+93A8	22790	5269
6922	0x6536	0x8FE5B6	U+93AB	22791	5270
6923	0x6537	0x8FE5B7	U+93B4	22792	5271
6924	0x6538	0x8FE5B8	U+93B5	22793	5272
6925	0x6539	0x8FE5B9	U+93B6	22794	5273
6926	0x653A	0x8FE5BA	U+93BA	15242	5274
6927	0x653B	0x8FE5BB	U+93A9	15243	5275
6928	0x653C	0x8FE5BC	U+93C1	15244	5276
6929	0x653D	0x8FE5BD	U+93C4	22795	5277
6930	0x653E	0x8FE5BE	U+93C5	22796	5278
6931	0x653F	0x8FE5BF	U+93C6	8679	5279
6932	0x6540	0x8FE5C0	U+93C7	18865	5280
6933	0x6541	0x8FE5C1	U+93C9	22797	5281
6934	0x6542	0x8FE5C2	U+93CA	15245	5282
6935	0x6543	0x8FE5C3	U+93CB	22798	5283
6936	0x6544	0x8FE5C4	U+93CC	19934	5284
6937	0x6545	0x8FE5C5	U+93CD	22799	5285
6938	0x6546	0x8FE5C6	U+93D3	22800	5286
6939	0x6547	0x8FE5C7	U+93D9	22801	5287
6940	0x6548	0x8FE5C8	U+93DC	18866	5288
