# JIS X 0208:1997 Database for Adobe-Japan1-6
# Based on UniJIS2004-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version January 29, 2007
#
# Adobe-Japan1-6 CIDs in brackets are those that were originally
# encoded in the UniJIS-UCS2-H CMap file, whose use has been
# deprecated for several years.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# default glyphs when using the UniJIS-UTF{8,16,32}-H CMap files,
# which are considered JIS90-savvy.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
1-6721	0x6335	0xE254	0xE3B5	U+799D	5896
1-6722	0x6336	0xE255	0xE3B6	U+79A7	5897
1-6723	0x6337	0xE256	0xE3B7	U+9F4B	5898
1-6724	0x6338	0xE257	0xE3B8	U+79AA	5899
1-6725	0x6339	0xE258	0xE3B9	U+79AE	5900
1-6726	0x633A	0xE259	0xE3BA	U+79B3	5901
1-6727	0x633B	0xE25A	0xE3BB	U+79B9	5902
1-6728	0x633C	0xE25B	0xE3BC	U+79BA	5903
1-6729	0x633D	0xE25C	0xE3BD	U+79C9	5904
1-6730	0x633E	0xE25D	0xE3BE	U+79D5	5905
1-6731	0x633F	0xE25E	0xE3BF	U+79E7	5906
1-6732	0x6340	0xE25F	0xE3C0	U+79EC	5907
1-6733	0x6341	0xE260	0xE3C1	U+79E1	5908
1-6734	0x6342	0xE261	0xE3C2	U+79E3	5909
1-6735	0x6343	0xE262	0xE3C3	U+7A08	5910
1-6736	0x6344	0xE263	0xE3C4	U+7A0D	5911
1-6737	0x6345	0xE264	0xE3C5	U+7A18	5912
1-6738	0x6346	0xE265	0xE3C6	U+7A19	5913
1-6739	0x6347	0xE266	0xE3C7	U+7A20	5914
1-6740	0x6348	0xE267	0xE3C8	U+7A1F	5915
1-6741	0x6349	0xE268	0xE3C9	U+7980	5916
1-6742	0x634A	0xE269	0xE3CA	U+7A31	5917
1-6743	0x634B	0xE26A	0xE3CB	U+7A3B	5918
1-6744	0x634C	0xE26B	0xE3CC	U+7A3E	5919
1-6745	0x634D	0xE26C	0xE3CD	U+7A37	5920
1-6746	0x634E	0xE26D	0xE3CE	U+7A43	5921
1-6747	0x634F	0xE26E	0xE3CF	U+7A57	5922
1-6748	0x6350	0xE26F	0xE3D0	U+7A49	5923
1-6749	0x6351	0xE270	0xE3D1	U+7A61	5924
1-6750	0x6352	0xE271	0xE3D2	U+7A62	5925
1-6751	0x6353	0xE272	0xE3D3	U+7A69	5926
1-6752	0x6354	0xE273	0xE3D4	U+9F9D	5927
1-6753	0x6355	0xE274	0xE3D5	U+7A70	5928
1-6754	0x6356	0xE275	0xE3D6	U+7A79	5929
1-6755	0x6357	0xE276	0xE3D7	U+7A7D	5930
1-6756	0x6358	0xE277	0xE3D8	U+7A88	5931
1-6757	0x6359	0xE278	0xE3D9	U+7A97	5932
1-6758	0x635A	0xE279	0xE3DA	U+7A95	5933
1-6759	0x635B	0xE27A	0xE3DB	U+7A98	5934
1-6760	0x635C	0xE27B	0xE3DC	U+7A96	5935
1-6761	0x635D	0xE27C	0xE3DD	U+7AA9	5936
1-6762	0x635E	0xE27D	0xE3DE	U+7AC8	20285 {5937}
1-6763	0x635F	0xE27E	0xE3DF	U+7AB0	5938
1-6764	0x6360	0xE280	0xE3E0	U+7AB6	5939
1-6765	0x6361	0xE281	0xE3E1	U+7AC5	5940
1-6766	0x6362	0xE282	0xE3E2	U+7AC4	5941
1-6767	0x6363	0xE283	0xE3E3	U+7ABF	5942
1-6768	0x6364	0xE284	0xE3E4	U+9083	5943
1-6769	0x6365	0xE285	0xE3E5	U+7AC7	5944
1-6770	0x6366	0xE286	0xE3E6	U+7ACA	5945
1-6771	0x6367	0xE287	0xE3E7	U+7ACD	5946
1-6772	0x6368	0xE288	0xE3E8	U+7ACF	5947
1-6773	0x6369	0xE289	0xE3E9	U+7AD5	5948
1-6774	0x636A	0xE28A	0xE3EA	U+7AD3	5949
1-6775	0x636B	0xE28B	0xE3EB	U+7AD9	5950
1-6776	0x636C	0xE28C	0xE3EC	U+7ADA	5951
1-6777	0x636D	0xE28D	0xE3ED	U+7ADD	5952
1-6778	0x636E	0xE28E	0xE3EE	U+7AE1	5953
1-6779	0x636F	0xE28F	0xE3EF	U+7AE2	5954
1-6780	0x6370	0xE290	0xE3F0	U+7AE6	5955
1-6781	0x6371	0xE291	0xE3F1	U+7AED	5956
1-6782	0x6372	0xE292	0xE3F2	U+7AF0	5957
1-6783	0x6373	0xE293	0xE3F3	U+7B02	5958
1-6784	0x6374	0xE294	0xE3F4	U+7B0F	5959
1-6785	0x6375	0xE295	0xE3F5	U+7B0A	5960
1-6786	0x6376	0xE296	0xE3F6	U+7B06	5961
1-6787	0x6377	0xE297	0xE3F7	U+7B33	5962
1-6788	0x6378	0xE298	0xE3F8	U+7B18	5963
1-6789	0x6379	0xE299	0xE3F9	U+7B19	5964
1-6790	0x637A	0xE29A	0xE3FA	U+7B1E	5965
1-6791	0x637B	0xE29B	0xE3FB	U+7B35	5966
1-6792	0x637C	0xE29C	0xE3FC	U+7B28	5967
1-6793	0x637D	0xE29D	0xE3FD	U+7B36	5968
1-6794	0x637E	0xE29E	0xE3FE	U+7B50	5969
1-6801	0x6421	0xE29F	0xE4A1	U+7B7A	5970
1-6802	0x6422	0xE2A0	0xE4A2	U+7B04	5971
1-6803	0x6423	0xE2A1	0xE4A3	U+7B4D	5972
1-6804	0x6424	0xE2A2	0xE4A4	U+7B0B	5973
1-6805	0x6425	0xE2A3	0xE4A5	U+7B4C	5974
1-6806	0x6426	0xE2A4	0xE4A6	U+7B45	5975
1-6807	0x6427	0xE2A5	0xE4A7	U+7B75	20266 {5976}
1-6808	0x6428	0xE2A6	0xE4A8	U+7B65	5977
1-6809	0x6429	0xE2A7	0xE4A9	U+7B74	5978
1-6810	0x642A	0xE2A8	0xE4AA	U+7B67	5979
1-6811	0x642B	0xE2A9	0xE4AB	U+7B70	5980
1-6812	0x642C	0xE2AA	0xE4AC	U+7B71	5981
1-6813	0x642D	0xE2AB	0xE4AD	U+7B6C	5982
1-6814	0x642E	0xE2AC	0xE4AE	U+7B6E	5983
1-6815	0x642F	0xE2AD	0xE4AF	U+7B9D	5984
1-6816	0x6430	0xE2AE	0xE4B0	U+7B98	5985
1-6817	0x6431	0xE2AF	0xE4B1	U+7B9F	5986
1-6818	0x6432	0xE2B0	0xE4B2	U+7B8D	5987
1-6819	0x6433	0xE2B1	0xE4B3	U+7B9C	5988
1-6820	0x6434	0xE2B2	0xE4B4	U+7B9A	5989
1-6821	0x6435	0xE2B3	0xE4B5	U+7B8B	5990
1-6822	0x6436	0xE2B4	0xE4B6	U+7B92	5991
1-6823	0x6437	0xE2B5	0xE4B7	U+7B8F	5992
1-6824	0x6438	0xE2B6	0xE4B8	U+7B5D	5993
1-6825	0x6439	0xE2B7	0xE4B9	U+7B99	5994
1-6826	0x643A	0xE2B8	0xE4BA	U+7BCB	5995
1-6827	0x643B	0xE2B9	0xE4BB	U+7BC1	5996
1-6828	0x643C	0xE2BA	0xE4BC	U+7BCC	5997
1-6829	0x643D	0xE2BB	0xE4BD	U+7BCF	5998
1-6830	0x643E	0xE2BC	0xE4BE	U+7BB4	5999
1-6831	0x643F	0xE2BD	0xE4BF	U+7BC6	6000
1-6832	0x6440	0xE2BE	0xE4C0	U+7BDD	7997 {6001}
1-6833	0x6441	0xE2BF	0xE4C1	U+7BE9	6002
1-6834	0x6442	0xE2C0	0xE4C2	U+7C11	6003
1-6835	0x6443	0xE2C1	0xE4C3	U+7C14	6004
1-6836	0x6444	0xE2C2	0xE4C4	U+7BE6	6005
1-6837	0x6445	0xE2C3	0xE4C5	U+7BE5	6006
1-6838	0x6446	0xE2C4	0xE4C6	U+7C60	6007
1-6839	0x6447	0xE2C5	0xE4C7	U+7C00	6008
1-6840	0x6448	0xE2C6	0xE4C8	U+7C07	6009
1-6841	0x6449	0xE2C7	0xE4C9	U+7C13	6010
1-6842	0x644A	0xE2C8	0xE4CA	U+7BF3	6011
1-6843	0x644B	0xE2C9	0xE4CB	U+7BF7	6012
1-6844	0x644C	0xE2CA	0xE4CC	U+7C17	6013
1-6845	0x644D	0xE2CB	0xE4CD	U+7C0D	6014
1-6846	0x644E	0xE2CC	0xE4CE	U+7BF6	6015
1-6847	0x644F	0xE2CD	0xE4CF	U+7C23	6016
1-6848	0x6450	0xE2CE	0xE4D0	U+7C27	6017
1-6849	0x6451	0xE2CF	0xE4D1	U+7C2A	6018
1-6850	0x6452	0xE2D0	0xE4D2	U+7C1F	6019
1-6851	0x6453	0xE2D1	0xE4D3	U+7C37	6020
1-6852	0x6454	0xE2D2	0xE4D4	U+7C2B	6021
1-6853	0x6455	0xE2D3	0xE4D5	U+7C3D	6022
1-6854	0x6456	0xE2D4	0xE4D6	U+7C4C	6023
1-6855	0x6457	0xE2D5	0xE4D7	U+7C43	6024
1-6856	0x6458	0xE2D6	0xE4D8	U+7C54	6025
1-6857	0x6459	0xE2D7	0xE4D9	U+7C4F	6026
1-6858	0x645A	0xE2D8	0xE4DA	U+7C40	6027
1-6859	0x645B	0xE2D9	0xE4DB	U+7C50	6028
1-6860	0x645C	0xE2DA	0xE4DC	U+7C58	6029
1-6861	0x645D	0xE2DB	0xE4DD	U+7C5F	6030
1-6862	0x645E	0xE2DC	0xE4DE	U+7C64	6031
1-6863	0x645F	0xE2DD	0xE4DF	U+7C56	6032
1-6864	0x6460	0xE2DE	0xE4E0	U+7C65	6033
1-6865	0x6461	0xE2DF	0xE4E1	U+7C6C	6034
1-6866	0x6462	0xE2E0	0xE4E2	U+7C75	6035
1-6867	0x6463	0xE2E1	0xE4E3	U+7C83	6036
1-6868	0x6464	0xE2E2	0xE4E4	U+7C90	6037
1-6869	0x6465	0xE2E3	0xE4E5	U+7CA4	6038
1-6870	0x6466	0xE2E4	0xE4E6	U+7CAD	6039
1-6871	0x6467	0xE2E5	0xE4E7	U+7CA2	6040
1-6872	0x6468	0xE2E6	0xE4E8	U+7CAB	6041
1-6873	0x6469	0xE2E7	0xE4E9	U+7CA1	6042
1-6874	0x646A	0xE2E8	0xE4EA	U+7CA8	6043
1-6875	0x646B	0xE2E9	0xE4EB	U+7CB3	6044
1-6876	0x646C	0xE2EA	0xE4EC	U+7CB2	6045
1-6877	0x646D	0xE2EB	0xE4ED	U+7CB1	6046
1-6878	0x646E	0xE2EC	0xE4EE	U+7CAE	6047
1-6879	0x646F	0xE2ED	0xE4EF	U+7CB9	6048
1-6880	0x6470	0xE2EE	0xE4F0	U+7CBD	6049
1-6881	0x6471	0xE2EF	0xE4F1	U+7CC0	6050
1-6882	0x6472	0xE2F0	0xE4F2	U+7CC5	6051
1-6883	0x6473	0xE2F1	0xE4F3	U+7CC2	6052
1-6884	0x6474	0xE2F2	0xE4F4	U+7CD8	6053
1-6885	0x6475	0xE2F3	0xE4F5	U+7CD2	6054
1-6886	0x6476	0xE2F4	0xE4F6	U+7CDC	6055
1-6887	0x6477	0xE2F5	0xE4F7	U+7CE2	6056
1-6888	0x6478	0xE2F6	0xE4F8	U+9B3B	6057
1-6889	0x6479	0xE2F7	0xE4F9	U+7CEF	6058
1-6890	0x647A	0xE2F8	0xE4FA	U+7CF2	6059
1-6891	0x647B	0xE2F9	0xE4FB	U+7CF4	6060
1-6892	0x647C	0xE2FA	0xE4FC	U+7CF6	6061
1-6893	0x647D	0xE2FB	0xE4FD	U+7CFA	6062
1-6894	0x647E	0xE2FC	0xE4FE	U+7D06	6063
1-6901	0x6521	0xE340	0xE5A1	U+7D02	6064
1-6902	0x6522	0xE341	0xE5A2	U+7D1C	6065
1-6903	0x6523	0xE342	0xE5A3	U+7D15	6066
1-6904	0x6524	0xE343	0xE5A4	U+7D0A	6067
1-6905	0x6525	0xE344	0xE5A5	U+7D45	6068
1-6906	0x6526	0xE345	0xE5A6	U+7D4B	6069
1-6907	0x6527	0xE346	0xE5A7	U+7D2E	6070
1-6908	0x6528	0xE347	0xE5A8	U+7D32	6071
1-6909	0x6529	0xE348	0xE5A9	U+7D3F	6072
1-6910	0x652A	0xE349	0xE5AA	U+7D35	6073
1-6911	0x652B	0xE34A	0xE5AB	U+7D46	6074
1-6912	0x652C	0xE34B	0xE5AC	U+7D73	6075
1-6913	0x652D	0xE34C	0xE5AD	U+7D56	6076
1-6914	0x652E	0xE34D	0xE5AE	U+7D4E	6077
1-6915	0x652F	0xE34E	0xE5AF	U+7D72	6078
1-6916	0x6530	0xE34F	0xE5B0	U+7D68	6079
1-6917	0x6531	0xE350	0xE5B1	U+7D6E	6080
1-6918	0x6532	0xE351	0xE5B2	U+7D4F	6081
1-6919	0x6533	0xE352	0xE5B3	U+7D63	6082
1-6920	0x6534	0xE353	0xE5B4	U+7D93	6083
1-6921	0x6535	0xE354	0xE5B5	U+7D89	6084
1-6922	0x6536	0xE355	0xE5B6	U+7D5B	6085
1-6923	0x6537	0xE356	0xE5B7	U+7D8F	6086
1-6924	0x6538	0xE357	0xE5B8	U+7D7D	6087
1-6925	0x6539	0xE358	0xE5B9	U+7D9B	6088
1-6926	0x653A	0xE359	0xE5BA	U+7DBA	6089
1-6927	0x653B	0xE35A	0xE5BB	U+7DAE	6090
1-6928	0x653C	0xE35B	0xE5BC	U+7DA3	6091
1-6929	0x653D	0xE35C	0xE5BD	U+7DB5	6092
1-6930	0x653E	0xE35D	0xE5BE	U+7DC7	6093
1-6931	0x653F	0xE35E	0xE5BF	U+7DBD	6094
1-6932	0x6540	0xE35F	0xE5C0	U+7DAB	6095
1-6933	0x6541	0xE360	0xE5C1	U+7E3D	6096
1-6934	0x6542	0xE361	0xE5C2	U+7DA2	6097
1-6935	0x6543	0xE362	0xE5C3	U+7DAF	6098
1-6936	0x6544	0xE363	0xE5C4	U+7DDC	6099
1-6937	0x6545	0xE364	0xE5C5	U+7DB8	6100
1-6938	0x6546	0xE365	0xE5C6	U+7D9F	6101
1-6939	0x6547	0xE366	0xE5C7	U+7DB0	6102
1-6940	0x6548	0xE367	0xE5C8	U+7DD8	6103
1-6941	0x6549	0xE368	0xE5C9	U+7DDD	6104
1-6942	0x654A	0xE369	0xE5CA	U+7DE4	6105
1-6943	0x654B	0xE36A	0xE5CB	U+7DDE	6106
1-6944	0x654C	0xE36B	0xE5CC	U+7DFB	6107
1-6945	0x654D	0xE36C	0xE5CD	U+7DF2	6108
1-6946	0x654E	0xE36D	0xE5CE	U+7DE1	6109
1-6947	0x654F	0xE36E	0xE5CF	U+7E05	6110
1-6948	0x6550	0xE36F	0xE5D0	U+7E0A	6111
1-6949	0x6551	0xE370	0xE5D1	U+7E23	6112
1-6950	0x6552	0xE371	0xE5D2	U+7E21	6113
1-6951	0x6553	0xE372	0xE5D3	U+7E12	6114
1-6952	0x6554	0xE373	0xE5D4	U+7E31	6115
1-6953	0x6555	0xE374	0xE5D5	U+7E1F	6116
1-6954	0x6556	0xE375	0xE5D6	U+7E09	6117
1-6955	0x6557	0xE376	0xE5D7	U+7E0B	6118
1-6956	0x6558	0xE377	0xE5D8	U+7E22	6119
1-6957	0x6559	0xE378	0xE5D9	U+7E46	6120
1-6958	0x655A	0xE379	0xE5DA	U+7E66	6121
1-6959	0x655B	0xE37A	0xE5DB	U+7E3B	6122
1-6960	0x655C	0xE37B	0xE5DC	U+7E35	6123
1-6961	0x655D	0xE37C	0xE5DD	U+7E39	6124
1-6962	0x655E	0xE37D	0xE5DE	U+7E43	6125
1-6963	0x655F	0xE37E	0xE5DF	U+7E37	6126
1-6964	0x6560	0xE380	0xE5E0	U+7E32	6127
1-6965	0x6561	0xE381	0xE5E1	U+7E3A	6128
1-6966	0x6562	0xE382	0xE5E2	U+7E67	6129
1-6967	0x6563	0xE383	0xE5E3	U+7E5D	6130
1-6968	0x6564	0xE384	0xE5E4	U+7E56	6131
1-6969	0x6565	0xE385	0xE5E5	U+7E5E	6132
1-6970	0x6566	0xE386	0xE5E6	U+7E59	6133
1-6971	0x6567	0xE387	0xE5E7	U+7E5A	6134
1-6972	0x6568	0xE388	0xE5E8	U+7E79	6135
1-6973	0x6569	0xE389	0xE5E9	U+7E6A	6136
1-6974	0x656A	0xE38A	0xE5EA	U+7E69	6137
1-6975	0x656B	0xE38B	0xE5EB	U+7E7C	6138
1-6976	0x656C	0xE38C	0xE5EC	U+7E7B	6139
1-6977	0x656D	0xE38D	0xE5ED	U+7E83	6140
1-6978	0x656E	0xE38E	0xE5EE	U+7DD5	6141
1-6979	0x656F	0xE38F	0xE5EF	U+7E7D	6142
1-6980	0x6570	0xE390	0xE5F0	U+8FAE	6143
1-6981	0x6571	0xE391	0xE5F1	U+7E7F	6144
1-6982	0x6572	0xE392	0xE5F2	U+7E88	6145
1-6983	0x6573	0xE393	0xE5F3	U+7E89	6146
1-6984	0x6574	0xE394	0xE5F4	U+7E8C	6147
1-6985	0x6575	0xE395	0xE5F5	U+7E92	6148
1-6986	0x6576	0xE396	0xE5F6	U+7E90	6149
1-6987	0x6577	0xE397	0xE5F7	U+7E93	6150
1-6988	0x6578	0xE398	0xE5F8	U+7E94	6151
1-6989	0x6579	0xE399	0xE5F9	U+7E96	6152
1-6990	0x657A	0xE39A	0xE5FA	U+7E8E	6153
1-6991	0x657B	0xE39B	0xE5FB	U+7E9B	6154
1-6992	0x657C	0xE39C	0xE5FC	U+7E9C	6155
1-6993	0x657D	0xE39D	0xE5FD	U+7F38	6156
1-6994	0x657E	0xE39E	0xE5FE	U+7F3A	6157
1-7001	0x6621	0xE39F	0xE6A1	U+7F45	6158
1-7002	0x6622	0xE3A0	0xE6A2	U+7F4C	6159
1-7003	0x6623	0xE3A1	0xE6A3	U+7F4D	6160
1-7004	0x6624	0xE3A2	0xE6A4	U+7F4E	6161
1-7005	0x6625	0xE3A3	0xE6A5	U+7F50	6162
1-7006	0x6626	0xE3A4	0xE6A6	U+7F51	6163
1-7007	0x6627	0xE3A5	0xE6A7	U+7F55	6164
1-7008	0x6628	0xE3A6	0xE6A8	U+7F54	6165
1-7009	0x6629	0xE3A7	0xE6A9	U+7F58	6166
1-7010	0x662A	0xE3A8	0xE6AA	U+7F5F	6167
1-7011	0x662B	0xE3A9	0xE6AB	U+7F60	6168
1-7012	0x662C	0xE3AA	0xE6AC	U+7F68	6169
1-7013	0x662D	0xE3AB	0xE6AD	U+7F69	6170
1-7014	0x662E	0xE3AC	0xE6AE	U+7F67	6171
1-7015	0x662F	0xE3AD	0xE6AF	U+7F78	6172
1-7016	0x6630	0xE3AE	0xE6B0	U+7F82	6173
1-7017	0x6631	0xE3AF	0xE6B1	U+7F86	6174
1-7018	0x6632	0xE3B0	0xE6B2	U+7F83	6175
1-7019	0x6633	0xE3B1	0xE6B3	U+7F88	6176
1-7020	0x6634	0xE3B2	0xE6B4	U+7F87	6177
1-7021	0x6635	0xE3B3	0xE6B5	U+7F8C	6178
1-7022	0x6636	0xE3B4	0xE6B6	U+7F94	6179
1-7023	0x6637	0xE3B5	0xE6B7	U+7F9E	6180
1-7024	0x6638	0xE3B6	0xE6B8	U+7F9D	6181
1-7025	0x6639	0xE3B7	0xE6B9	U+7F9A	6182
1-7026	0x663A	0xE3B8	0xE6BA	U+7FA3	6183
1-7027	0x663B	0xE3B9	0xE6BB	U+7FAF	6184
1-7028	0x663C	0xE3BA	0xE6BC	U+7FB2	6185
1-7029	0x663D	0xE3BB	0xE6BD	U+7FB9	6186
1-7030	0x663E	0xE3BC	0xE6BE	U+7FAE	6187
1-7031	0x663F	0xE3BD	0xE6BF	U+7FB6	6188
1-7032	0x6640	0xE3BE	0xE6C0	U+7FB8	6189
1-7033	0x6641	0xE3BF	0xE6C1	U+8B71	6190
1-7034	0x6642	0xE3C0	0xE6C2	U+7FC5	6191
1-7035	0x6643	0xE3C1	0xE6C3	U+7FC6	6192
1-7036	0x6644	0xE3C2	0xE6C4	U+7FCA	6193
1-7037	0x6645	0xE3C3	0xE6C5	U+7FD5	6194
1-7038	0x6646	0xE3C4	0xE6C6	U+7FD4	6195
1-7039	0x6647	0xE3C5	0xE6C7	U+7FE1	6196
1-7040	0x6648	0xE3C6	0xE6C8	U+7FE6	6197
1-7041	0x6649	0xE3C7	0xE6C9	U+7FE9	6198
1-7042	0x664A	0xE3C8	0xE6CA	U+7FF3	6199
1-7043	0x664B	0xE3C9	0xE6CB	U+7FF9	6200
1-7044	0x664C	0xE3CA	0xE6CC	U+98DC	6201
1-7045	0x664D	0xE3CB	0xE6CD	U+8006	6202
1-7046	0x664E	0xE3CC	0xE6CE	U+8004	6203
1-7047	0x664F	0xE3CD	0xE6CF	U+800B	6204
1-7048	0x6650	0xE3CE	0xE6D0	U+8012	6205
1-7049	0x6651	0xE3CF	0xE6D1	U+8018	6206
1-7050	0x6652	0xE3D0	0xE6D2	U+8019	6207
1-7051	0x6653	0xE3D1	0xE6D3	U+801C	6208
1-7052	0x6654	0xE3D2	0xE6D4	U+8021	6209
1-7053	0x6655	0xE3D3	0xE6D5	U+8028	6210
1-7054	0x6656	0xE3D4	0xE6D6	U+803F	6211
1-7055	0x6657	0xE3D5	0xE6D7	U+803B	6212
1-7056	0x6658	0xE3D6	0xE6D8	U+804A	6213
1-7057	0x6659	0xE3D7	0xE6D9	U+8046	6214
1-7058	0x665A	0xE3D8	0xE6DA	U+8052	6215
1-7059	0x665B	0xE3D9	0xE6DB	U+8058	6216
1-7060	0x665C	0xE3DA	0xE6DC	U+805A	6217
1-7061	0x665D	0xE3DB	0xE6DD	U+805F	6218
1-7062	0x665E	0xE3DC	0xE6DE	U+8062	6219
1-7063	0x665F	0xE3DD	0xE6DF	U+8068	6220
1-7064	0x6660	0xE3DE	0xE6E0	U+8073	6221
1-7065	0x6661	0xE3DF	0xE6E1	U+8072	6222
1-7066	0x6662	0xE3E0	0xE6E2	U+8070	6223
1-7067	0x6663	0xE3E1	0xE6E3	U+8076	6224
1-7068	0x6664	0xE3E2	0xE6E4	U+8079	6225
1-7069	0x6665	0xE3E3	0xE6E5	U+807D	6226
1-7070	0x6666	0xE3E4	0xE6E6	U+807F	6227
1-7071	0x6667	0xE3E5	0xE6E7	U+8084	6228
1-7072	0x6668	0xE3E6	0xE6E8	U+8086	6229
1-7073	0x6669	0xE3E7	0xE6E9	U+8085	6230
1-7074	0x666A	0xE3E8	0xE6EA	U+809B	6231
1-7075	0x666B	0xE3E9	0xE6EB	U+8093	6232
1-7076	0x666C	0xE3EA	0xE6EC	U+809A	6233
1-7077	0x666D	0xE3EB	0xE6ED	U+80AD	6234
1-7078	0x666E	0xE3EC	0xE6EE	U+5190	6235
1-7079	0x666F	0xE3ED	0xE6EF	U+80AC	6236
1-7080	0x6670	0xE3EE	0xE6F0	U+80DB	6237
1-7081	0x6671	0xE3EF	0xE6F1	U+80E5	6238
1-7082	0x6672	0xE3F0	0xE6F2	U+80D9	6239
1-7083	0x6673	0xE3F1	0xE6F3	U+80DD	6240
1-7084	0x6674	0xE3F2	0xE6F4	U+80C4	6241
1-7085	0x6675	0xE3F3	0xE6F5	U+80DA	6242
1-7086	0x6676	0xE3F4	0xE6F6	U+80D6	6243
1-7087	0x6677	0xE3F5	0xE6F7	U+8109	6244
1-7088	0x6678	0xE3F6	0xE6F8	U+80EF	6245
1-7089	0x6679	0xE3F7	0xE6F9	U+80F1	6246
1-7090	0x667A	0xE3F8	0xE6FA	U+811B	6247
1-7091	0x667B	0xE3F9	0xE6FB	U+8129	6248
1-7092	0x667C	0xE3FA	0xE6FC	U+8123	6249
1-7093	0x667D	0xE3FB	0xE6FD	U+812F	6250
1-7094	0x667E	0xE3FC	0xE6FE	U+814B	6251
1-7101	0x6721	0xE440	0xE7A1	U+968B	6252
1-7102	0x6722	0xE441	0xE7A2	U+8146	6253
1-7103	0x6723	0xE442	0xE7A3	U+813E	6254
1-7104	0x6724	0xE443	0xE7A4	U+8153	6255
1-7105	0x6725	0xE444	0xE7A5	U+8151	6256
1-7106	0x6726	0xE445	0xE7A6	U+80FC	6257
1-7107	0x6727	0xE446	0xE7A7	U+8171	20275 {6258}
1-7108	0x6728	0xE447	0xE7A8	U+816E	6259
1-7109	0x6729	0xE448	0xE7A9	U+8165	6260
1-7110	0x672A	0xE449	0xE7AA	U+8166	6261
1-7111	0x672B	0xE44A	0xE7AB	U+8174	6262
1-7112	0x672C	0xE44B	0xE7AC	U+8183	6263
1-7113	0x672D	0xE44C	0xE7AD	U+8188	6264
1-7114	0x672E	0xE44D	0xE7AE	U+818A	6265
1-7115	0x672F	0xE44E	0xE7AF	U+8180	6266
1-7116	0x6730	0xE44F	0xE7B0	U+8182	6267
1-7117	0x6731	0xE450	0xE7B1	U+81A0	6268
1-7118	0x6732	0xE451	0xE7B2	U+8195	6269
1-7119	0x6733	0xE452	0xE7B3	U+81A4	6270
1-7120	0x6734	0xE453	0xE7B4	U+81A3	6271
1-7121	0x6735	0xE454	0xE7B5	U+815F	6272
1-7122	0x6736	0xE455	0xE7B6	U+8193	6273
1-7123	0x6737	0xE456	0xE7B7	U+81A9	6274
1-7124	0x6738	0xE457	0xE7B8	U+81B0	6275
1-7125	0x6739	0xE458	0xE7B9	U+81B5	6276
1-7126	0x673A	0xE459	0xE7BA	U+81BE	6277
1-7127	0x673B	0xE45A	0xE7BB	U+81B8	6278
1-7128	0x673C	0xE45B	0xE7BC	U+81BD	6279
1-7129	0x673D	0xE45C	0xE7BD	U+81C0	6280
1-7130	0x673E	0xE45D	0xE7BE	U+81C2	6281
1-7131	0x673F	0xE45E	0xE7BF	U+81BA	6282
1-7132	0x6740	0xE45F	0xE7C0	U+81C9	6283
1-7133	0x6741	0xE460	0xE7C1	U+81CD	6284
1-7134	0x6742	0xE461	0xE7C2	U+81D1	6285
1-7135	0x6743	0xE462	0xE7C3	U+81D9	6286
1-7136	0x6744	0xE463	0xE7C4	U+81D8	6287
1-7137	0x6745	0xE464	0xE7C5	U+81C8	6288
1-7138	0x6746	0xE465	0xE7C6	U+81DA	6289
1-7139	0x6747	0xE466	0xE7C7	U+81DF	6290
1-7140	0x6748	0xE467	0xE7C8	U+81E0	6291
1-7141	0x6749	0xE468	0xE7C9	U+81E7	6292
1-7142	0x674A	0xE469	0xE7CA	U+81FA	6293
1-7143	0x674B	0xE46A	0xE7CB	U+81FB	6294
1-7144	0x674C	0xE46B	0xE7CC	U+81FE	6295
1-7145	0x674D	0xE46C	0xE7CD	U+8201	6296
1-7146	0x674E	0xE46D	0xE7CE	U+8202	6297
1-7147	0x674F	0xE46E	0xE7CF	U+8205	6298
1-7148	0x6750	0xE46F	0xE7D0	U+8207	6299
1-7149	0x6751	0xE470	0xE7D1	U+820A	6300
1-7150	0x6752	0xE471	0xE7D2	U+820D	6301
1-7151	0x6753	0xE472	0xE7D3	U+8210	6302
1-7152	0x6754	0xE473	0xE7D4	U+8216	6303
1-7153	0x6755	0xE474	0xE7D5	U+8229	6304
1-7154	0x6756	0xE475	0xE7D6	U+822B	6305
1-7155	0x6757	0xE476	0xE7D7	U+8238	6306
1-7156	0x6758	0xE477	0xE7D8	U+8233	6307
1-7157	0x6759	0xE478	0xE7D9	U+8240	6308
1-7158	0x675A	0xE479	0xE7DA	U+8259	6309
1-7159	0x675B	0xE47A	0xE7DB	U+8258	14196 {6310}
1-7160	0x675C	0xE47B	0xE7DC	U+825D	6311
1-7161	0x675D	0xE47C	0xE7DD	U+825A	6312
1-7162	0x675E	0xE47D	0xE7DE	U+825F	6313
1-7163	0x675F	0xE47E	0xE7DF	U+8264	6314
1-7164	0x6760	0xE480	0xE7E0	U+8262	6315
1-7165	0x6761	0xE481	0xE7E1	U+8268	6316
1-7166	0x6762	0xE482	0xE7E2	U+826A	6317
1-7167	0x6763	0xE483	0xE7E3	U+826B	6318
1-7168	0x6764	0xE484	0xE7E4	U+822E	6319
