# JIS X 0213:2004 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 6, 2007
#
# Adobe-Japan1-6 CIDs in parentheses are those that are encoded in the
# "UniJISX0213-UTF32-H" CMap file, which is based on the Mac OS X
# "Hiragino" fonts, and are generally for proportional symbols.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# prototypical glyphs from the JIS X 0213:2004 standard, and are
# specific to Adobe-Japan1-6 (that is, they are above CID=20316). They
# are made accessible through the OpenType 'jp04' GSUB feature.
#
# Adobe-Japan1-6 CIDs in brackets are those that represent the
# combination of two CIDs that represent the Unicode
# representation, and are thus not directly encoded according to
# Unicode. The Unicode representation has two values, separated 
# by a colon. They are made accessible through the OpenType 'ccmp'
# GSUB feature.
#
# The ten characters added for JIS X 0213:2004 are at the very end of
# the file, for easy identification.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
2-8381	0x7371	0xF791	0x8FF3F1	U+7C6F	18317
2-8382	0x7372	0xF792	0x8FF3F2	U+7C70	14959
2-8383	0x7373	0xF793	0x8FF3F3	U+25E2E	18318
2-8384	0x7374	0xF794	0x8FF3F4	U+25E56	18319
2-8385	0x7375	0xF795	0x8FF3F5	U+25E65	18320
2-8386	0x7376	0xF796	0x8FF3F6	U+7CA6	18321
2-8387	0x7377	0xF797	0x8FF3F7	U+25E62	18322
2-8388	0x7378	0xF798	0x8FF3F8	U+7CB6	18323
2-8389	0x7379	0xF799	0x8FF3F9	U+7CB7	18324
2-8390	0x737A	0xF79A	0x8FF3FA	U+7CBF	14961
2-8391	0x737B	0xF79B	0x8FF3FB	U+25ED8	18325
2-8392	0x737C	0xF79C	0x8FF3FC	U+7CC4	18326
2-8393	0x737D	0xF79D	0x8FF3FD	U+25EC2	18327
2-8394	0x737E	0xF79E	0x8FF3FE	U+7CC8	14962
2-8401	0x7421	0xF79F	0x8FF4A1	U+7CCD	18328
2-8402	0x7422	0xF7A0	0x8FF4A2	U+25EE8	18329
2-8403	0x7423	0xF7A1	0x8FF4A3	U+7CD7	14964
2-8404	0x7424	0xF7A2	0x8FF4A4	U+25F23	18330
2-8405	0x7425	0xF7A3	0x8FF4A5	U+7CE6	18331
2-8406	0x7426	0xF7A4	0x8FF4A6	U+7CEB	14967
2-8407	0x7427	0xF7A5	0x8FF4A7	U+25F5C	18332
2-8408	0x7428	0xF7A6	0x8FF4A8	U+7CF5	18333
2-8409	0x7429	0xF7A7	0x8FF4A9	U+7D03	18334
2-8410	0x742A	0xF7A8	0x8FF4AA	U+7D09	14970
2-8411	0x742B	0xF7A9	0x8FF4AB	U+42C6	18335
2-8412	0x742C	0xF7AA	0x8FF4AC	U+7D12	18336
2-8413	0x742D	0xF7AB	0x8FF4AD	U+7D1E	18337
2-8414	0x742E	0xF7AC	0x8FF4AE	U+25FE0	18338
2-8415	0x742F	0xF7AD	0x8FF4AF	U+25FD4	18339
2-8416	0x7430	0xF7AE	0x8FF4B0	U+7D3D	18340
2-8417	0x7431	0xF7AF	0x8FF4B1	U+7D3E	18341
2-8418	0x7432	0xF7B0	0x8FF4B2	U+7D40	18342
2-8419	0x7433	0xF7B1	0x8FF4B3	U+7D47	18343
2-8420	0x7434	0xF7B2	0x8FF4B4	U+2600C	18344
2-8421	0x7435	0xF7B3	0x8FF4B5	U+25FFB	18345
2-8422	0x7436	0xF7B4	0x8FF4B6	U+42D6	18346
2-8423	0x7437	0xF7B5	0x8FF4B7	U+7D59	14976
2-8424	0x7438	0xF7B6	0x8FF4B8	U+7D5A	18347
2-8425	0x7439	0xF7B7	0x8FF4B9	U+7D6A	18348
2-8426	0x743A	0xF7B8	0x8FF4BA	U+7D70	18349
2-8427	0x743B	0xF7B9	0x8FF4BB	U+42DD	18350
2-8428	0x743C	0xF7BA	0x8FF4BC	U+7D7F	18351
2-8429	0x743D	0xF7BB	0x8FF4BD	U+26017	18352
2-8430	0x743E	0xF7BC	0x8FF4BE	U+7D86	14979
2-8431	0x743F	0xF7BD	0x8FF4BF	U+7D88	18353
2-8432	0x7440	0xF7BE	0x8FF4C0	U+7D8C	14981
2-8433	0x7441	0xF7BF	0x8FF4C1	U+7D97	18354
2-8434	0x7442	0xF7C0	0x8FF4C2	U+26060	18355
2-8435	0x7443	0xF7C1	0x8FF4C3	U+7D9D	18356
2-8436	0x7444	0xF7C2	0x8FF4C4	U+7DA7	18357
2-8437	0x7445	0xF7C3	0x8FF4C5	U+7DAA	18358
2-8438	0x7446	0xF7C4	0x8FF4C6	U+7DB6	18359
2-8439	0x7447	0xF7C5	0x8FF4C7	U+7DB7	8593
2-8440	0x7448	0xF7C6	0x8FF4C8	U+7DC0	18360
2-8441	0x7449	0xF7C7	0x8FF4C9	U+7DD7	18361
2-8442	0x744A	0xF7C8	0x8FF4CA	U+7DD9	18362
2-8443	0x744B	0xF7C9	0x8FF4CB	U+7DE6	18363
2-8444	0x744C	0xF7CA	0x8FF4CC	U+7DF1	14984
2-8445	0x744D	0xF7CB	0x8FF4CD	U+7DF9	14985
2-8446	0x744E	0xF7CC	0x8FF4CE	U+4302	18364
2-8447	0x744F	0xF7CD	0x8FF4CF	U+260ED	18365
2-8448	0x7450	0xF7CE	0x8FF4D0	U+FA58	18366
2-8449	0x7451	0xF7CF	0x8FF4D1	U+7E10	18367
2-8450	0x7452	0xF7D0	0x8FF4D2	U+7E17	18368
2-8451	0x7453	0xF7D1	0x8FF4D3	U+7E1D	18369
2-8452	0x7454	0xF7D2	0x8FF4D4	U+7E20	14989
2-8453	0x7455	0xF7D3	0x8FF4D5	U+7E27	18370
2-8454	0x7456	0xF7D4	0x8FF4D6	U+7E2C	18371
2-8455	0x7457	0xF7D5	0x8FF4D7	U+7E45	18372
2-8456	0x7458	0xF7D6	0x8FF4D8	U+7E73	14993
2-8457	0x7459	0xF7D7	0x8FF4D9	U+7E75	18373
2-8458	0x745A	0xF7D8	0x8FF4DA	U+7E7E	18374
2-8459	0x745B	0xF7D9	0x8FF4DB	U+7E86	18375
2-8460	0x745C	0xF7DA	0x8FF4DC	U+7E87	18376
2-8461	0x745D	0xF7DB	0x8FF4DD	U+432B	18377
2-8462	0x745E	0xF7DC	0x8FF4DE	U+7E91	14995
2-8463	0x745F	0xF7DD	0x8FF4DF	U+7E98	14996
2-8464	0x7460	0xF7DE	0x8FF4E0	U+7E9A	18378
2-8465	0x7461	0xF7DF	0x8FF4E1	U+4343	18379
2-8466	0x7462	0xF7E0	0x8FF4E2	U+7F3C	18380
2-8467	0x7463	0xF7E1	0x8FF4E3	U+7F3B	18381
2-8468	0x7464	0xF7E2	0x8FF4E4	U+7F3E	18382
2-8469	0x7465	0xF7E3	0x8FF4E5	U+7F43	18383
2-8470	0x7466	0xF7E4	0x8FF4E6	U+7F44	14997
2-8471	0x7467	0xF7E5	0x8FF4E7	U+7F4F	14998
2-8472	0x7468	0xF7E6	0x8FF4E8	U+34C1	18384
2-8473	0x7469	0xF7E7	0x8FF4E9	U+26270	18385
2-8474	0x746A	0xF7E8	0x8FF4EA	U+7F52	14999
2-8475	0x746B	0xF7E9	0x8FF4EB	U+26286	18386
2-8476	0x746C	0xF7EA	0x8FF4EC	U+7F61	15001
2-8477	0x746D	0xF7EB	0x8FF4ED	U+7F63	18387
2-8478	0x746E	0xF7EC	0x8FF4EE	U+7F64	18388
2-8479	0x746F	0xF7ED	0x8FF4EF	U+7F6D	18389
2-8480	0x7470	0xF7EE	0x8FF4F0	U+7F7D	18390
2-8481	0x7471	0xF7EF	0x8FF4F1	U+7F7E	18391
2-8482	0x7472	0xF7F0	0x8FF4F2	U+2634C	20311
2-8483	0x7473	0xF7F1	0x8FF4F3	U+7F90	18392
2-8484	0x7474	0xF7F2	0x8FF4F4	U+517B	18393
2-8485	0x7475	0xF7F3	0x8FF4F5	U+23D0E	18394
2-8486	0x7476	0xF7F4	0x8FF4F6	U+7F96	18395
2-8487	0x7477	0xF7F5	0x8FF4F7	U+7F9C	18396
2-8488	0x7478	0xF7F6	0x8FF4F8	U+7FAD	18397
2-8489	0x7479	0xF7F7	0x8FF4F9	U+26402	18398
2-8490	0x747A	0xF7F8	0x8FF4FA	U+7FC3	18399
2-8491	0x747B	0xF7F9	0x8FF4FB	U+7FCF	18400
2-8492	0x747C	0xF7FA	0x8FF4FC	U+7FE3	18401
2-8493	0x747D	0xF7FB	0x8FF4FD	U+7FE5	15006
2-8494	0x747E	0xF7FC	0x8FF4FE	U+7FEF	15009
2-8501	0x7521	0xF840	0x8FF5A1	U+7FF2	18402
2-8502	0x7522	0xF841	0x8FF5A2	U+8002	14099
2-8503	0x7523	0xF842	0x8FF5A3	U+800A	18403
2-8504	0x7524	0xF843	0x8FF5A4	U+8008	18404
2-8505	0x7525	0xF844	0x8FF5A5	U+800E	15011
2-8506	0x7526	0xF845	0x8FF5A6	U+8011	15012
2-8507	0x7527	0xF846	0x8FF5A7	U+8016	18405
2-8508	0x7528	0xF847	0x8FF5A8	U+8024	15014
2-8509	0x7529	0xF848	0x8FF5A9	U+802C	18406
2-8510	0x752A	0xF849	0x8FF5AA	U+8030	18407
2-8511	0x752B	0xF84A	0x8FF5AB	U+8043	18408
2-8512	0x752C	0xF84B	0x8FF5AC	U+8066	18409
2-8513	0x752D	0xF84C	0x8FF5AD	U+8071	15019
2-8514	0x752E	0xF84D	0x8FF5AE	U+8075	15020
2-8515	0x752F	0xF84E	0x8FF5AF	U+807B	18410
2-8516	0x7530	0xF84F	0x8FF5B0	U+8099	18411
2-8517	0x7531	0xF850	0x8FF5B1	U+809C	18412
2-8518	0x7532	0xF851	0x8FF5B2	U+80A4	18413
2-8519	0x7533	0xF852	0x8FF5B3	U+80A7	18414
2-8520	0x7534	0xF853	0x8FF5B4	U+80B8	18415
2-8521	0x7535	0xF854	0x8FF5B5	U+2667E	18416
2-8522	0x7536	0xF855	0x8FF5B6	U+80C5	18417
2-8523	0x7537	0xF856	0x8FF5B7	U+80D5	18418
2-8524	0x7538	0xF857	0x8FF5B8	U+80D8	15025
2-8525	0x7539	0xF858	0x8FF5B9	U+80E6	18419
2-8526	0x753A	0xF859	0x8FF5BA	U+266B0	14100
2-8527	0x753B	0xF85A	0x8FF5BB	U+810D	18420
2-8528	0x753C	0xF85B	0x8FF5BC	U+80F5	18421
2-8529	0x753D	0xF85C	0x8FF5BD	U+80FB	18422
2-8530	0x753E	0xF85D	0x8FF5BE	U+43EE	18423
2-8531	0x753F	0xF85E	0x8FF5BF	U+8135	18424
2-8532	0x7540	0xF85F	0x8FF5C0	U+8116	15026
2-8533	0x7541	0xF860	0x8FF5C1	U+811E	18425
2-8534	0x7542	0xF861	0x8FF5C2	U+43F0	18426
2-8535	0x7543	0xF862	0x8FF5C3	U+8124	18427
2-8536	0x7544	0xF863	0x8FF5C4	U+8127	18428
2-8537	0x7545	0xF864	0x8FF5C5	U+812C	18429
2-8538	0x7546	0xF865	0x8FF5C6	U+2671D	18430
2-8539	0x7547	0xF866	0x8FF5C7	U+813D	18431
2-8540	0x7548	0xF867	0x8FF5C8	U+4408	18432
2-8541	0x7549	0xF868	0x8FF5C9	U+8169	18433
2-8542	0x754A	0xF869	0x8FF5CA	U+4417	18434
2-8543	0x754B	0xF86A	0x8FF5CB	U+8181	15031
2-8544	0x754C	0xF86B	0x8FF5CC	U+441C	18435
2-8545	0x754D	0xF86C	0x8FF5CD	U+8184	15032
2-8546	0x754E	0xF86D	0x8FF5CE	U+8185	18436
2-8547	0x754F	0xF86E	0x8FF5CF	U+4422	18437
2-8548	0x7550	0xF86F	0x8FF5D0	U+8198	18438
2-8549	0x7551	0xF870	0x8FF5D1	U+81B2	18439
2-8550	0x7552	0xF871	0x8FF5D2	U+81C1	18440
2-8551	0x7553	0xF872	0x8FF5D3	U+81C3	18441
2-8552	0x7554	0xF873	0x8FF5D4	U+81D6	18442
2-8553	0x7555	0xF874	0x8FF5D5	U+81DB	18443
2-8554	0x7556	0xF875	0x8FF5D6	U+268DD	18444
2-8555	0x7557	0xF876	0x8FF5D7	U+81E4	18445
2-8556	0x7558	0xF877	0x8FF5D8	U+268EA	18446
2-8557	0x7559	0xF878	0x8FF5D9	U+81EC	18447
2-8558	0x755A	0xF879	0x8FF5DA	U+26951	13646
2-8559	0x755B	0xF87A	0x8FF5DB	U+81FD	18448
2-8560	0x755C	0xF87B	0x8FF5DC	U+81FF	18449
2-8561	0x755D	0xF87C	0x8FF5DD	U+2696F	18450
2-8562	0x755E	0xF87D	0x8FF5DE	U+8204	18451
2-8563	0x755F	0xF87E	0x8FF5DF	U+269DD	18452
2-8564	0x7560	0xF880	0x8FF5E0	U+8219	18453
2-8565	0x7561	0xF881	0x8FF5E1	U+8221	15037
2-8566	0x7562	0xF882	0x8FF5E2	U+8222	18454
2-8567	0x7563	0xF883	0x8FF5E3	U+26A1E	18455
2-8568	0x7564	0xF884	0x8FF5E4	U+8232	15038
2-8569	0x7565	0xF885	0x8FF5E5	U+8234	15039
2-8570	0x7566	0xF886	0x8FF5E6	U+823C	18456
2-8571	0x7567	0xF887	0x8FF5E7	U+8246	15040
2-8572	0x7568	0xF888	0x8FF5E8	U+8249	18457
2-8573	0x7569	0xF889	0x8FF5E9	U+8245	18458
2-8574	0x756A	0xF88A	0x8FF5EA	U+26A58	18459
2-8575	0x756B	0xF88B	0x8FF5EB	U+824B	15041
2-8576	0x756C	0xF88C	0x8FF5EC	U+4476	18460
2-8577	0x756D	0xF88D	0x8FF5ED	U+824F	15042
2-8578	0x756E	0xF88E	0x8FF5EE	U+447A	18461
2-8579	0x756F	0xF88F	0x8FF5EF	U+8257	18462
2-8580	0x7570	0xF890	0x8FF5F0	U+26A8C	18463
2-8581	0x7571	0xF891	0x8FF5F1	U+825C	18464
2-8582	0x7572	0xF892	0x8FF5F2	U+8263	18465
2-8583	0x7573	0xF893	0x8FF5F3	U+26AB7	18466
2-8584	0x7574	0xF894	0x8FF5F4	U+FA5D	14199
2-8585	0x7575	0xF895	0x8FF5F5	U+FA5E	14198
2-8586	0x7576	0xF896	0x8FF5F6	U+8279	14197
2-8587	0x7577	0xF897	0x8FF5F7	U+4491	18467
2-8588	0x7578	0xF898	0x8FF5F8	U+827D	18468
2-8589	0x7579	0xF899	0x8FF5F9	U+827F	18469
2-8590	0x757A	0xF89A	0x8FF5FA	U+8283	18470
2-8591	0x757B	0xF89B	0x8FF5FB	U+828A	18471
2-8592	0x757C	0xF89C	0x8FF5FC	U+8293	18472
2-8593	0x757D	0xF89D	0x8FF5FD	U+82A7	18473
2-8594	0x757E	0xF89E	0x8FF5FE	U+82A8	18474
2-8601	0x7621	0xF89F	0x8FF6A1	U+82B2	18475
2-8602	0x7622	0xF8A0	0x8FF6A2	U+82B4	18476
2-8603	0x7623	0xF8A1	0x8FF6A3	U+82BA	18477
2-8604	0x7624	0xF8A2	0x8FF6A4	U+82BC	18478
2-8605	0x7625	0xF8A3	0x8FF6A5	U+82E2	18479
2-8606	0x7626	0xF8A4	0x8FF6A6	U+82E8	18480
2-8607	0x7627	0xF8A5	0x8FF6A7	U+82F7	18481
2-8608	0x7628	0xF8A6	0x8FF6A8	U+8307	18482
2-8609	0x7629	0xF8A7	0x8FF6A9	U+8308	18483
2-8610	0x762A	0xF8A8	0x8FF6AA	U+830C	18484
2-8611	0x762B	0xF8A9	0x8FF6AB	U+8354	18485
2-8612	0x762C	0xF8AA	0x8FF6AC	U+831B	18486
2-8613	0x762D	0xF8AB	0x8FF6AD	U+831D	18487
2-8614	0x762E	0xF8AC	0x8FF6AE	U+8330	18488
2-8615	0x762F	0xF8AD	0x8FF6AF	U+833C	18489
2-8616	0x7630	0xF8AE	0x8FF6B0	U+8344	18490
2-8617	0x7631	0xF8AF	0x8FF6B1	U+8357	18491
2-8618	0x7632	0xF8B0	0x8FF6B2	U+44BE	18492
2-8619	0x7633	0xF8B1	0x8FF6B3	U+837F	8602
2-8620	0x7634	0xF8B2	0x8FF6B4	U+44D4	18493
2-8621	0x7635	0xF8B3	0x8FF6B5	U+44B3	18494
2-8622	0x7636	0xF8B4	0x8FF6B6	U+838D	15053
2-8623	0x7637	0xF8B5	0x8FF6B7	U+8394	18495
2-8624	0x7638	0xF8B6	0x8FF6B8	U+8395	18496
2-8625	0x7639	0xF8B7	0x8FF6B9	U+839B	18497
2-8626	0x763A	0xF8B8	0x8FF6BA	U+839D	18498
2-8627	0x763B	0xF8B9	0x8FF6BB	U+83C9	18499
2-8628	0x763C	0xF8BA	0x8FF6BC	U+83D0	18500
2-8629	0x763D	0xF8BB	0x8FF6BD	U+83D4	18501
2-8630	0x763E	0xF8BC	0x8FF6BE	U+83DD	18502
2-8631	0x763F	0xF8BD	0x8FF6BF	U+83E5	18503
2-8632	0x7640	0xF8BE	0x8FF6C0	U+83F9	18504
2-8633	0x7641	0xF8BF	0x8FF6C1	U+840F	15060
2-8634	0x7642	0xF8C0	0x8FF6C2	U+8411	15061
2-8635	0x7643	0xF8C1	0x8FF6C3	U+8415	18505
2-8636	0x7644	0xF8C2	0x8FF6C4	U+26C73	18506
2-8637	0x7645	0xF8C3	0x8FF6C5	U+8417	18507
2-8638	0x7646	0xF8C4	0x8FF6C6	U+8439	18508
2-8639	0x7647	0xF8C5	0x8FF6C7	U+844A	15062
2-8640	0x7648	0xF8C6	0x8FF6C8	U+844F	18509
2-8641	0x7649	0xF8C7	0x8FF6C9	U+8451	18510
2-8642	0x764A	0xF8C8	0x8FF6CA	U+8452	18511
2-8643	0x764B	0xF8C9	0x8FF6CB	U+8459	18512
2-8644	0x764C	0xF8CA	0x8FF6CC	U+845A	18513
2-8645	0x764D	0xF8CB	0x8FF6CD	U+845C	18514
2-8646	0x764E	0xF8CC	0x8FF6CE	U+26CDD	18515
2-8647	0x764F	0xF8CD	0x8FF6CF	U+8465	18516
2-8648	0x7650	0xF8CE	0x8FF6D0	U+8476	15063
2-8649	0x7651	0xF8CF	0x8FF6D1	U+8478	18517
2-8650	0x7652	0xF8D0	0x8FF6D2	U+847C	18518
2-8651	0x7653	0xF8D1	0x8FF6D3	U+8481	18519
2-8652	0x7654	0xF8D2	0x8FF6D4	U+450D	18520
2-8653	0x7655	0xF8D3	0x8FF6D5	U+84DC	8363
2-8654	0x7656	0xF8D4	0x8FF6D6	U+8497	18521
2-8655	0x7657	0xF8D5	0x8FF6D7	U+84A6	18522
2-8656	0x7658	0xF8D6	0x8FF6D8	U+84BE	18523
2-8657	0x7659	0xF8D7	0x8FF6D9	U+4508	18524
2-8658	0x765A	0xF8D8	0x8FF6DA	U+84CE	18525
2-8659	0x765B	0xF8D9	0x8FF6DB	U+84CF	18526
2-8660	0x765C	0xF8DA	0x8FF6DC	U+84D3	18527
2-8661	0x765D	0xF8DB	0x8FF6DD	U+26E65	18528
2-8662	0x765E	0xF8DC	0x8FF6DE	U+84E7	18529
2-8663	0x765F	0xF8DD	0x8FF6DF	U+84EA	18530
2-8664	0x7660	0xF8DE	0x8FF6E0	U+84EF	18531
2-8665	0x7661	0xF8DF	0x8FF6E1	U+84F0	15068
2-8666	0x7662	0xF8E0	0x8FF6E2	U+84F1	18532
2-8667	0x7663	0xF8E1	0x8FF6E3	U+84FA	18533
2-8668	0x7664	0xF8E2	0x8FF6E4	U+84FD	15069
2-8669	0x7665	0xF8E3	0x8FF6E5	U+850C	15070
2-8670	0x7666	0xF8E4	0x8FF6E6	U+851B	18534
2-8671	0x7667	0xF8E5	0x8FF6E7	U+8524	18535
2-8672	0x7668	0xF8E6	0x8FF6E8	U+8525	18536
2-8673	0x7669	0xF8E7	0x8FF6E9	U+852B	18537
2-8674	0x766A	0xF8E8	0x8FF6EA	U+8534	15071
2-8675	0x766B	0xF8E9	0x8FF6EB	U+854F	18538
2-8676	0x766C	0xF8EA	0x8FF6EC	U+856F	18539
2-8677	0x766D	0xF8EB	0x8FF6ED	U+4525	14206
2-8678	0x766E	0xF8EC	0x8FF6EE	U+4543	18540
2-8679	0x766F	0xF8ED	0x8FF6EF	U+853E	7861
2-8680	0x7670	0xF8EE	0x8FF6F0	U+8551	18541
2-8681	0x7671	0xF8EF	0x8FF6F1	U+8553	8607
2-8682	0x7672	0xF8F0	0x8FF6F2	U+855E	15072
2-8683	0x7673	0xF8F1	0x8FF6F3	U+8561	18542
2-8684	0x7674	0xF8F2	0x8FF6F4	U+8562	18543
2-8685	0x7675	0xF8F3	0x8FF6F5	U+26F94	18544
2-8686	0x7676	0xF8F4	0x8FF6F6	U+857B	18545
2-8687	0x7677	0xF8F5	0x8FF6F7	U+857D	18546
2-8688	0x7678	0xF8F6	0x8FF6F8	U+857F	18547
2-8689	0x7679	0xF8F7	0x8FF6F9	U+8581	18548
2-8690	0x767A	0xF8F8	0x8FF6FA	U+8586	18549
2-8691	0x767B	0xF8F9	0x8FF6FB	U+8593	18550
2-8692	0x767C	0xF8FA	0x8FF6FC	U+859D	18551
2-8693	0x767D	0xF8FB	0x8FF6FD	U+859F	18552
2-8694	0x767E	0xF8FC	0x8FF6FE	U+26FF8	18553
2-8701	0x7721	0xF940	0x8FF7A1	U+26FF6	18554
2-8702	0x7722	0xF941	0x8FF7A2	U+26FF7	18555
2-8703	0x7723	0xF942	0x8FF7A3	U+85B7	15074
2-8704	0x7724	0xF943	0x8FF7A4	U+85BC	18556
2-8705	0x7725	0xF944	0x8FF7A5	U+85C7	18557
2-8706	0x7726	0xF945	0x8FF7A6	U+85CA	18558
2-8707	0x7727	0xF946	0x8FF7A7	U+85D8	18559
2-8708	0x7728	0xF947	0x8FF7A8	U+85D9	18560
2-8709	0x7729	0xF948	0x8FF7A9	U+85DF	18561
2-8710	0x772A	0xF949	0x8FF7AA	U+85E1	18562
2-8711	0x772B	0xF94A	0x8FF7AB	U+85E6	18563
2-8712	0x772C	0xF94B	0x8FF7AC	U+85F6	18564
2-8713	0x772D	0xF94C	0x8FF7AD	U+8600	18565
2-8714	0x772E	0xF94D	0x8FF7AE	U+8611	18566
2-8715	0x772F	0xF94E	0x8FF7AF	U+861E	18567
2-8716	0x7730	0xF94F	0x8FF7B0	U+8621	18568
2-8717	0x7731	0xF950	0x8FF7B1	U+8624	18569
2-8718	0x7732	0xF951	0x8FF7B2	U+8627	18570
2-8719	0x7733	0xF952	0x8FF7B3	U+2710D	18571
2-8720	0x7734	0xF953	0x8FF7B4	U+8639	18572
2-8721	0x7735	0xF954	0x8FF7B5	U+863C	18573
2-8722	0x7736	0xF955	0x8FF7B6	U+27139	18574
2-8723	0x7737	0xF956	0x8FF7B7	U+8640	18575
2-8724	0x7738	0xF957	0x8FF7B8	U+FA20	8612 {21073}
2-8725	0x7739	0xF958	0x8FF7B9	U+8653	18576
2-8726	0x773A	0xF959	0x8FF7BA	U+8656	18577
2-8727	0x773B	0xF95A	0x8FF7BB	U+866F	15082
2-8728	0x773C	0xF95B	0x8FF7BC	U+8677	18578
2-8729	0x773D	0xF95C	0x8FF7BD	U+867A	15083
2-8730	0x773E	0xF95D	0x8FF7BE	U+8687	18579
2-8731	0x773F	0xF95E	0x8FF7BF	U+8689	18580
2-8732	0x7740	0xF95F	0x8FF7C0	U+868D	15084
2-8733	0x7741	0xF960	0x8FF7C1	U+8691	15085
2-8734	0x7742	0xF961	0x8FF7C2	U+869C	18581
2-8735	0x7743	0xF962	0x8FF7C3	U+869D	18582
2-8736	0x7744	0xF963	0x8FF7C4	U+86A8	15088
2-8737	0x7745	0xF964	0x8FF7C5	U+FA21	8613
2-8738	0x7746	0xF965	0x8FF7C6	U+86B1	18583
2-8739	0x7747	0xF966	0x8FF7C7	U+86B3	18584
2-8740	0x7748	0xF967	0x8FF7C8	U+86C1	18585
2-8741	0x7749	0xF968	0x8FF7C9	U+86C3	18586
2-8742	0x774A	0xF969	0x8FF7CA	U+86D1	18587
2-8743	0x774B	0xF96A	0x8FF7CB	U+86D5	18588
2-8744	0x774C	0xF96B	0x8FF7CC	U+86D7	18589
2-8745	0x774D	0xF96C	0x8FF7CD	U+86E3	18590
2-8746	0x774E	0xF96D	0x8FF7CE	U+86E6	18591
2-8747	0x774F	0xF96E	0x8FF7CF	U+45B8	18592
2-8748	0x7750	0xF96F	0x8FF7D0	U+8705	18593
2-8749	0x7751	0xF970	0x8FF7D1	U+8707	18594
2-8750	0x7752	0xF971	0x8FF7D2	U+870E	18595
2-8751	0x7753	0xF972	0x8FF7D3	U+8710	18596
2-8752	0x7754	0xF973	0x8FF7D4	U+8713	15092
2-8753	0x7755	0xF974	0x8FF7D5	U+8719	15093
2-8754	0x7756	0xF975	0x8FF7D6	U+871F	18597
2-8755	0x7757	0xF976	0x8FF7D7	U+8721	18598
2-8756	0x7758	0xF977	0x8FF7D8	U+8723	18599
2-8757	0x7759	0xF978	0x8FF7D9	U+8731	18600
2-8758	0x775A	0xF979	0x8FF7DA	U+873A	18601
2-8759	0x775B	0xF97A	0x8FF7DB	U+873E	15096
2-8760	0x775C	0xF97B	0x8FF7DC	U+8740	18602
2-8761	0x775D	0xF97C	0x8FF7DD	U+8743	18603
2-8762	0x775E	0xF97D	0x8FF7DE	U+8751	18604
2-8763	0x775F	0xF97E	0x8FF7DF	U+8758	18605
2-8764	0x7760	0xF980	0x8FF7E0	U+8764	18606
2-8765	0x7761	0xF981	0x8FF7E1	U+8765	18607
2-8766	0x7762	0xF982	0x8FF7E2	U+8772	18608
2-8767	0x7763	0xF983	0x8FF7E3	U+877C	18609
2-8768	0x7764	0xF984	0x8FF7E4	U+273DB	18610
2-8769	0x7765	0xF985	0x8FF7E5	U+273DA	18611
2-8770	0x7766	0xF986	0x8FF7E6	U+87A7	18612
2-8771	0x7767	0xF987	0x8FF7E7	U+8789	18613
2-8772	0x7768	0xF988	0x8FF7E8	U+878B	18614
2-8773	0x7769	0xF989	0x8FF7E9	U+8793	18615
2-8774	0x776A	0xF98A	0x8FF7EA	U+87A0	18616
2-8775	0x776B	0xF98B	0x8FF7EB	U+273FE	18617
2-8776	0x776C	0xF98C	0x8FF7EC	U+45E5	18618
2-8777	0x776D	0xF98D	0x8FF7ED	U+87BE	18619
2-8778	0x776E	0xF98E	0x8FF7EE	U+27410	18620
2-8779	0x776F	0xF98F	0x8FF7EF	U+87C1	18621
2-8780	0x7770	0xF990	0x8FF7F0	U+87CE	18622
2-8781	0x7771	0xF991	0x8FF7F1	U+87F5	15421
2-8782	0x7772	0xF992	0x8FF7F2	U+87DF	18623
2-8783	0x7773	0xF993	0x8FF7F3	U+27449	18624
2-8784	0x7774	0xF994	0x8FF7F4	U+87E3	18625
2-8785	0x7775	0xF995	0x8FF7F5	U+87E5	18626
2-8786	0x7776	0xF996	0x8FF7F6	U+87E6	18627
2-8787	0x7777	0xF997	0x8FF7F7	U+87EA	18628
2-8788	0x7778	0xF998	0x8FF7F8	U+87EB	15104
2-8789	0x7779	0xF999	0x8FF7F9	U+87ED	15105
2-8790	0x777A	0xF99A	0x8FF7FA	U+8801	15106
2-8791	0x777B	0xF99B	0x8FF7FB	U+8803	20312
2-8792	0x777C	0xF99C	0x8FF7FC	U+880B	15109
2-8793	0x777D	0xF99D	0x8FF7FD	U+8813	18629
2-8794	0x777E	0xF99E	0x8FF7FE	U+8828	18630
2-8801	0x7821	0xF99F	0x8FF8A1	U+882E	18631
2-8802	0x7822	0xF9A0	0x8FF8A2	U+8832	18632
2-8803	0x7823	0xF9A1	0x8FF8A3	U+883C	18633
2-8804	0x7824	0xF9A2	0x8FF8A4	U+460F	18634
2-8805	0x7825	0xF9A3	0x8FF8A5	U+884A	18635
2-8806	0x7826	0xF9A4	0x8FF8A6	U+8858	18636
2-8807	0x7827	0xF9A5	0x8FF8A7	U+885F	15113
2-8808	0x7828	0xF9A6	0x8FF8A8	U+8864	15114
